"ID;""StatusVanBewoning"";""RegioS"";""Perioden"";""TotaleWoningvoorraad_1"";""Koopwoningen_2"";""TotaalHuurwoningen_3"";""EigendomWoningcorporatie_4"";""EigendomOverigeVerhuurders_5"";""EigendomOnbekend_6"""
"384;""T001235"";""CR32  "";""2012JJ00"";""  126474"";""   80481"";""   44879"";""   32694"";""   12185"";""    1114"""
"385;""T001235"";""CR32  "";""2013JJ00"";""  127610"";""   81115"";""   45731"";""   32945"";""   12786"";""     764"""
"386;""T001235"";""CR32  "";""2014JJ00"";""  128992"";""   81315"";""   46112"";""   32781"";""   13331"";""    1565"""
"387;""T001235"";""CR32  "";""2015JJ00"";""  129145"";""   81751"";""   46004"";""   32820"";""   13184"";""    1390"""
"388;""T001235"";""CR32  "";""2016JJ00"";""  129613"";""   82364"";""   45760"";""   32660"";""   13100"";""    1489"""
"389;""T001235"";""CR32  "";""2017JJ00"";""  130325"";""   82556"";""   46212"";""   32515"";""   13697"";""    1557"""
"390;""T001235"";""CR32  "";""2018JJ00"";""  131108"";""   83994"";""   45547"";""   32333"";""   13214"";""    1567"""
"392;""T001235"";""CR33  "";""2012JJ00"";""  267545"";""  164410"";""  101702"";""   77598"";""   24104"";""    1433"""
"393;""T001235"";""CR33  "";""2013JJ00"";""  270897"";""  166212"";""  103720"";""   78655"";""   25065"";""     965"""
"394;""T001235"";""CR33  "";""2014JJ00"";""  274637"";""  166994"";""  106300"";""   80179"";""   26121"";""    1343"""
"395;""T001235"";""CR33  "";""2015JJ00"";""  276436"";""  167757"";""  107453"";""   80613"";""   26840"";""    1226"""
"396;""T001235"";""CR33  "";""2016JJ00"";""  277337"";""  168639"";""  107060"";""   79816"";""   27244"";""    1638"""
"397;""T001235"";""CR33  "";""2017JJ00"";""  279474"";""  169063"";""  108795"";""   79606"";""   29189"";""    1616"""
"398;""T001235"";""CR33  "";""2018JJ00"";""  281663"";""  170199"";""  109886"";""   79738"";""   30148"";""    1578"""
"400;""T001235"";""CR34  "";""2012JJ00"";""  195277"";""  117142"";""   76872"";""   57844"";""   19028"";""    1263"""
"401;""T001235"";""CR34  "";""2013JJ00"";""  197168"";""  118417"";""   78102"";""   58053"";""   20049"";""     649"""
"402;""T001235"";""CR34  "";""2014JJ00"";""  201417"";""  119024"";""   81064"";""   59463"";""   21601"";""    1329"""
"403;""T001235"";""CR34  "";""2015JJ00"";""  203368"";""  119774"";""   82313"";""   60009"";""   22304"";""    1281"""
"404;""T001235"";""CR34  "";""2016JJ00"";""  204773"";""  120839"";""   82484"";""   58952"";""   23532"";""    1450"""
"405;""T001235"";""CR34  "";""2017JJ00"";""  206036"";""  121294"";""   83446"";""   58940"";""   24506"";""    1296"""
"406;""T001235"";""CR34  "";""2018JJ00"";""  208862"";""  123538"";""   83884"";""   59417"";""   24467"";""    1440"""
"408;""T001235"";""CR35  "";""2012JJ00"";""  266435"";""  169866"";""   94365"";""   72740"";""   21625"";""    2204"""
"409;""T001235"";""CR35  "";""2013JJ00"";""  269772"";""  171798"";""   96251"";""   73933"";""   22318"";""    1723"""
"410;""T001235"";""CR35  "";""2014JJ00"";""  273780"";""  172759"";""   98020"";""   73508"";""   24512"";""    3001"""
"411;""T001235"";""CR35  "";""2015JJ00"";""  276414"";""  173985"";""   99192"";""   73942"";""   25250"";""    3237"""
"412;""T001235"";""CR35  "";""2016JJ00"";""  278874"";""  175687"";""   99690"";""   74173"";""   25517"";""    3497"""
"413;""T001235"";""CR35  "";""2017JJ00"";""  280598"";""  176683"";""  100781"";""   73847"";""   26934"";""    3134"""
"414;""T001235"";""CR35  "";""2018JJ00"";""  284100"";""  179899"";""  100630"";""   74584"";""   26046"";""    3571"""
"416;""T001235"";""CR36  "";""2012JJ00"";""  321161"";""  195515"";""  122950"";""   93911"";""   29039"";""    2696"""
"417;""T001235"";""CR36  "";""2013JJ00"";""  324546"";""  197118"";""  125535"";""   94782"";""   30753"";""    1893"""
"418;""T001235"";""CR36  "";""2014JJ00"";""  328948"";""  198072"";""  128387"";""   95799"";""   32588"";""    2489"""
"419;""T001235"";""CR36  "";""2015JJ00"";""  331198"";""  199349"";""  129548"";""   95857"";""   33691"";""    2301"""
"420;""T001235"";""CR36  "";""2016JJ00"";""  335415"";""  200593"";""  130855"";""   95317"";""   35538"";""    3967"""
"421;""T001235"";""CR36  "";""2017JJ00"";""  338188"";""  201670"";""  132683"";""   95383"";""   37300"";""    3835"""
"422;""T001235"";""CR36  "";""2018JJ00"";""  341477"";""  205626"";""  132840"";""   94793"";""   38047"";""    3011"""
"424;""T001235"";""CR37  "";""2012JJ00"";""  120046"";""   78255"";""   41032"";""   30255"";""   10777"";""     759"""
"425;""T001235"";""CR37  "";""2013JJ00"";""  120910"";""   78531"";""   41821"";""   30320"";""   11501"";""     558"""
"426;""T001235"";""CR37  "";""2014JJ00"";""  121927"";""   79166"";""   41886"";""   30442"";""   11444"";""     875"""
"427;""T001235"";""CR37  "";""2015JJ00"";""  122612"";""   79299"";""   42429"";""   30585"";""   11844"";""     884"""
"428;""T001235"";""CR37  "";""2016JJ00"";""  122881"";""   79605"";""   42491"";""   30412"";""   12079"";""     785"""
"429;""T001235"";""CR37  "";""2017JJ00"";""  123594"";""   79784"";""   43112"";""   30528"";""   12584"";""     698"""
"430;""T001235"";""CR37  "";""2018JJ00"";""  124132"";""   80880"";""   42573"";""   29872"";""   12701"";""     679"""
"432;""T001235"";""CR38  "";""2012JJ00"";""  103335"";""   69623"";""   33084"";""   23330"";""    9754"";""     628"""
"433;""T001235"";""CR38  "";""2013JJ00"";""  104255"";""   70044"";""   33745"";""   23523"";""   10222"";""     466"""
"434;""T001235"";""CR38  "";""2014JJ00"";""  106057"";""   70877"";""   33754"";""   23582"";""   10172"";""    1426"""
"435;""T001235"";""CR38  "";""2015JJ00"";""  106511"";""   70680"";""   34291"";""   23557"";""   10734"";""    1540"""
"436;""T001235"";""CR38  "";""2016JJ00"";""  106954"";""   70634"";""   34808"";""   23505"";""   11303"";""    1512"""
"437;""T001235"";""CR38  "";""2017JJ00"";""  107065"";""   70805"";""   34965"";""   23455"";""   11510"";""    1295"""
"438;""T001235"";""CR38  "";""2018JJ00"";""  107643"";""   71770"";""   34579"";""   23016"";""   11563"";""    1294"""
"440;""T001235"";""CR39  "";""2012JJ00"";""  286644"";""  159793"";""  123058"";""   84863"";""   38195"";""    3793"""
"441;""T001235"";""CR39  "";""2013JJ00"";""  288863"";""  160110"";""  125980"";""   85561"";""   40419"";""    2773"""
"442;""T001235"";""CR39  "";""2014JJ00"";""  292680"";""  160817"";""  127696"";""   86500"";""   41196"";""    4167"""
"443;""T001235"";""CR39  "";""2015JJ00"";""  294245"";""  160309"";""  129950"";""   87189"";""   42761"";""    3986"""
"444;""T001235"";""CR39  "";""2016JJ00"";""  294798"";""  160387"";""  130197"";""   86586"";""   43611"";""    4214"""
"445;""T001235"";""CR39  "";""2017JJ00"";""  296438"";""  160542"";""  131561"";""   86331"";""   45230"";""    4335"""
"446;""T001235"";""CR39  "";""2018JJ00"";""  297526"";""  163212"";""  129890"";""   85506"";""   44384"";""    4424"""
"448;""T001235"";""CR40  "";""2012JJ00"";""  158061"";""  101537"";""   55003"";""   43040"";""   11963"";""    1521"""
"449;""T001235"";""CR40  "";""2013JJ00"";""  159496"";""  102522"";""   56134"";""   42861"";""   13273"";""     840"""
"450;""T001235"";""CR40  "";""2014JJ00"";""  161512"";""  103306"";""   57343"";""   43016"";""   14327"";""     863"""
"451;""T001235"";""CR40  "";""2015JJ00"";""  162731"";""  104143"";""   57660"";""   43158"";""   14502"";""     928"""
"452;""T001235"";""CR40  "";""2016JJ00"";""  162918"";""  104778"";""   57357"";""   43306"";""   14051"";""     783"""
"453;""T001235"";""CR40  "";""2017JJ00"";""  164229"";""  105313"";""   58212"";""   43218"";""   14994"";""     704"""
"454;""T001235"";""CR40  "";""2018JJ00"";""  166487"";""  106430"";""   59225"";""   43262"";""   15963"";""     832"""
