"ID;""Geslacht"";""Leeftijd"";""BurgerlijkeStaat"";""RegioS"";""Perioden"";""BevolkingOp1Januari_1"""
"1787;""T001038"";""10000"";""T001019"";""CR39  "";""2015JJ00"";""  602038"""
"1788;""T001038"";""10000"";""T001019"";""CR39  "";""2016JJ00"";""  600860"""
"1789;""T001038"";""10000"";""T001019"";""CR39  "";""2017JJ00"";""  600037"""
"1790;""T001038"";""10000"";""T001019"";""CR39  "";""2018JJ00"";""  599025"""
"1791;""T001038"";""10000"";""T001019"";""CR39  "";""2019JJ00"";""  597368"""
"1815;""T001038"";""10000"";""T001019"";""CR40  "";""2011JJ00"";""  391967"""
"1816;""T001038"";""10000"";""T001019"";""CR40  "";""2012JJ00"";""  395525"""
"1817;""T001038"";""10000"";""T001019"";""CR40  "";""2013JJ00"";""  398441"""
"1818;""T001038"";""10000"";""T001019"";""CR40  "";""2014JJ00"";""  399893"""
"1819;""T001038"";""10000"";""T001019"";""CR40  "";""2015JJ00"";""  401791"""
"1820;""T001038"";""10000"";""T001019"";""CR40  "";""2016JJ00"";""  404068"""
"1821;""T001038"";""10000"";""T001019"";""CR40  "";""2017JJ00"";""  407818"""
"1822;""T001038"";""10000"";""T001019"";""CR40  "";""2018JJ00"";""  411670"""
"1823;""T001038"";""10000"";""T001019"";""CR40  "";""2019JJ00"";""  416546"""
