"Status van bewoning;""Regio's"";""Perioden"";""Totale woningvoorraad (aantal)"";""Koopwoningen (aantal)"";""Huurwoningen/Totaal huurwoningen (aantal)"";""Huurwoningen/Eigendom woningcorporatie (aantal)"";""Huurwoningen/Eigendom overige verhuurders (aantal)"";""Eigendom onbekend (aantal)"""
"Niet bewoonde woningen;""Twente (CR)"";""2017"";12067;4405;5970;2783;3187;1692"
"Niet bewoonde woningen;""Twente (CR)"";""2018"";11675;4288;5886;2431;3455;1501"
"Niet bewoonde woningen;""Twente (CR)"";""2019"";12042;4899;6965;2731;4234;178"
"Niet bewoonde woningen;""Twente (CR)"";""2020"";11800;4960;6634;2600;4034;206"
"Niet bewoonde woningen;""Veluwe (CR)"";""2012"";17745;6421;6297;1942;4355;5027"
"Niet bewoonde woningen;""Veluwe (CR)"";""2013"";17135;5696;7648;2063;5585;3791"
"Niet bewoonde woningen;""Veluwe (CR)"";""2014"";16201;5532;7318;1541;5777;3351"
"Niet bewoonde woningen;""Veluwe (CR)"";""2015"";15929;5526;7111;1821;5290;3292"
"Niet bewoonde woningen;""Veluwe (CR)"";""2016"";16107;5428;7082;1761;5321;3597"
"Niet bewoonde woningen;""Veluwe (CR)"";""2017"";15136;5190;6538;1472;5066;3408"
"Niet bewoonde woningen;""Veluwe (CR)"";""2018"";12578;4810;5997;1510;4487;1771"
"Niet bewoonde woningen;""Veluwe (CR)"";""2019"";12286;5281;6636;2360;4276;369"
"Niet bewoonde woningen;""Veluwe (CR)"";""2020"";11826;5237;6437;2022;4415;152"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2012"";8045;3899;3378;1459;1919;768"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2013"";7775;3810;3314;1356;1958;651"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2014"";7947;3683;3369;1349;2020;895"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2015"";7503;3535;3146;1394;1752;822"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2016"";6895;3310;2750;1001;1749;835"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2017"";6616;3109;2793;1017;1776;714"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2018"";6344;2947;2754;997;1757;643"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2019"";6376;3174;3150;1295;1855;52"
"Niet bewoonde woningen;""Achterhoek (CR)"";""2020"";6280;3217;2993;1142;1851;70"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2012"";12865;5084;6505;2722;3783;1276"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2013"";13462;4984;7453;3232;4221;1025"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2014"";12860;4649;6937;2755;4182;1274"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2015"";12771;4719;6734;2720;4014;1318"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2016"";12599;4444;6681;2560;4121;1474"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2017"";12018;4040;6274;2183;4091;1704"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2018"";11402;3819;6334;2323;4011;1249"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2019"";11132;4127;6596;2445;4151;409"
"Niet bewoonde woningen;""Arnhem/Nijmegen (CR)"";""2020"";10969;4103;6506;2314;4192;360"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2012"";4280;1952;1670;754;916;658"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2013"";4101;1896;1762;908;854;443"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2014"";3836;1864;1563;703;860;409"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2015"";3864;1840;1550;701;849;474"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2016"";3874;1881;1490;608;882;503"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2017"";3734;1699;1500;545;955;535"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2018"";3583;1543;1550;486;1064;490"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2019"";3639;1913;1540;601;939;186"
"Niet bewoonde woningen;""Zuidwest-Gelderland (CR)"";""2020"";3546;1934;1458;461;997;154"
"Niet bewoonde woningen;""Utrecht (CR)"";""2012"";26581;10426;12269;4507;7762;3886"
"Niet bewoonde woningen;""Utrecht (CR)"";""2013"";26090;9990;12910;4627;8283;3190"
"Niet bewoonde woningen;""Utrecht (CR)"";""2014"";24114;8928;12233;4555;7678;2953"
"Niet bewoonde woningen;""Utrecht (CR)"";""2015"";22688;8571;11208;4091;7117;2909"
"Niet bewoonde woningen;""Utrecht (CR)"";""2016"";22191;8317;10840;3699;7141;3034"
"Niet bewoonde woningen;""Utrecht (CR)"";""2017"";23077;7575;12309;4318;7991;3193"
"Niet bewoonde woningen;""Utrecht (CR)"";""2018"";21737;7397;11247;3759;7488;3093"
"Niet bewoonde woningen;""Utrecht (CR)"";""2019"";22200;8824;12935;3974;8961;441"
"Niet bewoonde woningen;""Utrecht (CR)"";""2020"";21644;8523;12702;4083;8619;419"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2012"";5952;3191;2310;1021;1289;451"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2013"";6331;3240;2658;1271;1387;433"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2014"";6940;3188;2915;1179;1736;837"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2015"";6699;3221;2855;1336;1519;623"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2016"";6568;3206;2796;1363;1433;566"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2017"";6431;3053;2676;1181;1495;702"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2018"";6297;2841;2857;1257;1600;599"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2019"";6168;3115;2889;1149;1740;164"
"Niet bewoonde woningen;""Kop van Noord-Holland (CR)"";""2020"";6218;3089;2889;1102;1787;240"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2012"";4700;2337;1825;557;1268;538"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2013"";4861;2363;2033;612;1421;465"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2014"";4856;2288;1978;566;1412;590"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2015"";4951;2286;1921;510;1411;744"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2016"";4662;2229;1754;519;1235;679"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2017"";4453;2114;1745;554;1191;594"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2018"";4559;2131;1806;495;1311;622"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2019"";4393;2199;2145;608;1537;49"
"Niet bewoonde woningen;""Alkmaar en omgeving (CR)"";""2020"";4442;2257;2106;567;1539;79"
"Niet bewoonde woningen;""IJmond (CR)"";""2012"";3510;1564;1625;698;927;321"
"Niet bewoonde woningen;""IJmond (CR)"";""2013"";3484;1560;1709;820;889;215"
"Niet bewoonde woningen;""IJmond (CR)"";""2014"";3959;1474;2290;581;1709;195"
"Niet bewoonde woningen;""IJmond (CR)"";""2015"";3771;1484;2103;591;1512;184"
"Niet bewoonde woningen;""IJmond (CR)"";""2016"";3515;1400;1934;518;1416;181"
"Niet bewoonde woningen;""IJmond (CR)"";""2017"";3328;1279;1778;634;1144;271"
"Niet bewoonde woningen;""IJmond (CR)"";""2018"";2997;1195;1635;631;1004;167"
"Niet bewoonde woningen;""IJmond (CR)"";""2019"";3090;1345;1673;761;912;72"
"Niet bewoonde woningen;""IJmond (CR)"";""2020"";3093;1409;1624;701;923;60"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2012"";5994;2629;2891;781;2110;474"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2013"";5826;2641;2842;767;2075;343"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2014"";5606;2531;2667;631;2036;408"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2015"";5688;2464;2785;778;2007;439"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2016"";5551;2391;2658;625;2033;502"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2017"";5406;2180;2830;775;2055;396"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2018"";5673;2275;2935;773;2162;463"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2019"";5700;2326;3123;901;2222;251"
"Niet bewoonde woningen;""Agglomeratie Haarlem (CR)"";""2020"";5755;2348;3101;813;2288;306"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2012"";2932;1274;1563;1038;525;95"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2013"";2929;1278;1554;953;601;97"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2014"";2663;1076;1481;895;586;106"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2015"";2293;1014;1224;708;516;55"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2016"";2084;968;1028;603;425;88"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2017"";1952;885;994;580;414;73"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2018"";2008;852;1073;626;447;83"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2019"";2123;897;1198;685;513;28"
"Niet bewoonde woningen;""Zaanstreek (CR)"";""2020"";2334;962;1341;766;575;31"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2012"";40669;12285;24386;10076;14310;3998"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2013"";38922;12321;23653;9781;13872;2948"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2014"";37462;12088;22679;8933;13746;2695"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2015"";35365;12052;20968;7766;13202;2345"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2016"";35883;11133;21961;7057;14904;2789"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2017"";35519;10771;22066;6812;15254;2682"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2018"";36464;10669;23460;8066;15394;2335"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2019"";38847;11367;27108;9054;18054;372"
"Niet bewoonde woningen;""Groot-Amsterdam (CR)"";""2020"";38376;11326;26336;8546;17790;714"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2012"";5839;2825;2726;1113;1613;288"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2013"";6238;2899;2954;961;1993;385"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2014"";6454;2773;3207;993;2214;474"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2015"";6060;2685;2817;896;1921;558"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2016"";5607;2624;2458;624;1834;525"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2017"";5774;2327;2676;709;1967;771"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2018"";5648;2274;2656;714;1942;718"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2019"";5677;2450;3093;996;2097;134"
"Niet bewoonde woningen;""Het Gooi en Vechtstreek (CR)"";""2020"";5720;2531;3046;930;2116;143"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2012"";10032;4359;4623;1624;2999;1050"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2013"";9561;4238;4630;1426;3204;693"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2014"";8950;3727;4366;1375;2991;857"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2015"";8449;3652;3909;1246;2663;888"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2016"";8595;3608;4048;1121;2927;939"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2017"";8251;3370;3814;1146;2668;1067"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2018"";7293;3015;3346;885;2461;932"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2019"";7853;3273;4361;1331;3030;219"
"Niet bewoonde woningen;""Agglomeratie Leiden en Bollenstreek (CR)"";""2020"";7967;3335;4407;1296;3111;225"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2012"";28900;10108;16305;3766;12539;2487"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2013"";29337;9922;16638;4211;12427;2777"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2014"";31145;9641;16530;3964;12566;4974"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2015"";29903;9269;15621;4001;11620;5013"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2016"";28732;8921;15037;3429;11608;4774"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2017"";27855;8720;15350;3815;11535;3785"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2018"";25394;8414;13812;2860;10952;3168"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2019"";25928;9577;15598;4123;11475;753"
"Niet bewoonde woningen;""Agglomeratie 's-Gravenhage (CR)"";""2020"";25987;9329;15826;4351;11475;832"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2012"";4723;1768;2194;1022;1172;761"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2013"";4619;1810;2274;940;1334;535"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2014"";4435;1635;2278;878;1400;522"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2015"";4393;1666;2188;975;1213;539"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2016"";4232;1581;2047;774;1273;604"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2017"";4231;1369;2262;916;1346;600"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2018"";3933;1344;2110;683;1427;479"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2019"";4012;1686;2093;866;1227;233"
"Niet bewoonde woningen;""Delft en Westland (CR)"";""2020"";3912;1703;2089;843;1246;120"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2012"";5042;2436;2202;909;1293;404"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2013"";5141;2430;2396;1038;1358;315"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2014"";5280;2419;2414;863;1551;447"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2015"";5732;2574;2613;927;1686;545"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2016"";5355;2622;2253;758;1495;480"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2017"";5310;2428;2361;917;1444;521"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2018"";4984;2221;2246;791;1455;517"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2019"";4601;2299;2245;817;1428;57"
"Niet bewoonde woningen;""Oost-Zuid-Holland (CR)"";""2020"";4638;2296;2279;730;1549;63"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2012"";39915;12772;22824;11627;11197;4319"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2013"";37571;12507;22346;11316;11030;2718"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2014"";38022;12480;22492;10526;11966;3050"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2015"";36612;11956;20064;9302;10762;4592"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2016"";33136;11208;18125;7856;10269;3803"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2017"";31260;10058;17397;7268;10129;3805"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2018"";30992;9143;18007;7711;10296;3842"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2019"";30266;9758;20092;8595;11497;416"
"Niet bewoonde woningen;""Groot-Rijnmond (CR)"";""2020"";31382;9664;21253;9020;12233;465"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2012"";8429;3559;3903;1879;2024;967"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2013"";8082;3291;4181;2259;1922;610"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2014"";7713;3070;4025;1972;2053;618"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2015"";7230;3050;3471;1706;1765;709"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2016"";7581;3112;3825;1980;1845;644"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2017"";7657;2938;4039;2022;2017;680"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2018"";7479;2720;4097;1999;2098;662"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2019"";6653;2685;3886;1901;1985;82"
"Niet bewoonde woningen;""Zuidoost-Zuid-Holland (CR)"";""2020"";6615;2663;3879;1745;2134;73"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2012"";8002;4776;3052;582;2470;174"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2013"";5439;3142;2164;546;1618;133"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2014"";5760;3154;2286;551;1735;320"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2015"";5618;2989;2416;511;1905;213"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2016"";5737;2941;2473;513;1960;323"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2017"";5615;2850;2521;489;2032;244"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2018"";5642;2615;2763;577;2186;264"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2019"";5922;3142;2029;581;1448;751"
"Niet bewoonde woningen;""Zeeuwsch-Vlaanderen (CR)"";""2020"";6060;3002;2064;642;1422;994"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2012"";10496;5071;4577;1334;3243;848"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2013"";10571;5053;4944;1479;3465;574"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2014"";10543;5039;4627;1240;3387;877"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2015"";9983;4932;4419;1175;3244;632"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2016"";9935;5061;4140;1036;3104;734"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2017"";9939;4973;4275;1022;3253;691"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2018"";9848;4952;4188;904;3284;708"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2019"";9801;5294;3766;1083;2683;741"
"Niet bewoonde woningen;""Overig Zeeland (CR)"";""2020"";10080;5095;3976;1260;2716;1009"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2012"";11990;5405;5626;2563;3063;959"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2013"";12030;5375;6014;2521;3493;641"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2014"";12197;5285;6169;2718;3451;743"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2015"";11687;5249;5720;2475;3245;718"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2016"";10855;4933;5027;2005;3022;895"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2017"";10803;4505;5443;2012;3431;855"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2018"";10086;4187;5194;1799;3395;705"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2019"";10236;4651;5374;2125;3249;211"
"Niet bewoonde woningen;""West-Noord-Brabant (CR)"";""2020"";10382;4598;5564;2149;3415;220"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2012"";8197;3619;3910;1682;2228;668"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2013"";7743;3456;3868;1607;2261;419"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2014"";8845;3307;4529;1778;2751;1009"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2015"";8772;3285;4566;1812;2754;921"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2016"";8256;3290;4067;1297;2770;899"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2017"";7682;3015;4015;1165;2850;652"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2018"";7805;2868;4229;1241;2988;708"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2019"";7599;3240;4203;1529;2674;156"
"Niet bewoonde woningen;""Midden-Noord-Brabant (CR)"";""2020"";7324;3187;3989;1451;2538;148"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2012"";10969;5216;4279;1640;2639;1474"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2013"";10790;5118;4458;1654;2804;1214"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2014"";10876;4980;4348;1496;2852;1548"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2015"";10693;4846;4259;1428;2831;1588"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2016"";10634;4720;4048;1431;2617;1866"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2017"";10092;4379;4326;1291;3035;1387"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2018"";10067;4219;4411;1342;3069;1437"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2019"";10372;4865;5225;1710;3515;282"
"Niet bewoonde woningen;""Noordoost-Noord-Brabant (CR)"";""2020"";10179;4796;5020;1647;3373;363"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2012"";14277;6502;6205;2727;3478;1570"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2013"";13740;6264;6322;2718;3604;1154"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2014"";13729;6035;6261;2868;3393;1433"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2015"";12360;5734;5348;2149;3199;1278"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2016"";13348;5352;5416;2080;3336;2580"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2017"";12946;5077;5916;2198;3718;1953"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2018"";12365;4809;6069;2034;4035;1487"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2019"";12493;5446;6858;2066;4792;189"
"Niet bewoonde woningen;""Zuidoost-Noord-Brabant (CR)"";""2020"";12396;5402;6844;2289;4555;150"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2012"";6125;2493;3058;1199;1859;574"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2013"";6012;2534;3028;999;2029;450"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2014"";5711;2366;2860;938;1922;485"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2015"";5489;2335;2573;822;1751;581"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2016"";5050;2242;2323;655;1668;485"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2017"";4836;2055;2424;742;1682;357"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2018"";4535;1867;2364;573;1791;304"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2019"";4555;2153;2318;717;1601;84"
"Niet bewoonde woningen;""Noord-Limburg (CR)"";""2020"";4451;2091;2256;597;1659;104"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2012"";5078;2422;2238;954;1284;418"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2013"";5036;2346;2407;1027;1380;283"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2014"";5588;2230;2250;859;1391;1108"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2015"";5397;2209;1982;690;1292;1206"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2016"";4965;2148;1960;640;1320;857"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2017"";4371;1997;1789;490;1299;585"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2018"";4430;1847;2007;524;1483;576"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2019"";4450;2082;2221;715;1506;147"
"Niet bewoonde woningen;""Midden-Limburg (CR)"";""2020"";4470;2097;2211;719;1492;162"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2012"";20224;6994;10312;3562;6750;2918"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2013"";19531;6871;10565;3964;6601;2095"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2014"";20050;6689;10875;4256;6619;2486"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2015"";18867;6575;10141;3719;6422;2151"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2016"";18354;6371;9675;3434;6241;2308"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2017"";18656;6070;10323;3538;6785;2263"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2018"";18015;5507;10381;3311;7070;2127"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2019"";17359;6401;10472;3317;7155;486"
"Niet bewoonde woningen;""Zuid-Limburg (CR)"";""2020"";16878;6002;10424;3469;6955;452"
"Niet bewoonde woningen;""Flevoland (CR)"";""2012"";6425;2720;2590;997;1593;1115"
"Niet bewoonde woningen;""Flevoland (CR)"";""2013"";6438;2592;3297;1102;2195;549"
"Niet bewoonde woningen;""Flevoland (CR)"";""2014"";6255;2514;3467;947;2520;274"
"Niet bewoonde woningen;""Flevoland (CR)"";""2015"";6066;2481;3225;943;2282;360"
"Niet bewoonde woningen;""Flevoland (CR)"";""2016"";4914;2090;2541;834;1707;283"
"Niet bewoonde woningen;""Flevoland (CR)"";""2017"";4752;1890;2585;761;1824;277"
"Niet bewoonde woningen;""Flevoland (CR)"";""2018"";4700;1872;2520;794;1726;308"
"Niet bewoonde woningen;""Flevoland (CR)"";""2019"";4899;1984;2870;1051;1819;45"
"Niet bewoonde woningen;""Flevoland (CR)"";""2020"";5388;2233;3088;1073;2015;67"
