"ID;""RegioVanVestiging"";""RegioVanVertrek"";""Perioden"";""TussenGemeentenVerhuisdePersonen_1"""
"74588;""CR03  "";""CR35  "";""2015JJ00"";""      69"""
"74589;""CR03  "";""CR35  "";""2016JJ00"";""      84"""
"74590;""CR03  "";""CR35  "";""2017JJ00"";""      72"""
"74591;""CR03  "";""CR35  "";""2018JJ00"";""      82"""
"74592;""CR03  "";""CR36  "";""2011JJ00"";""      99"""
"74593;""CR03  "";""CR36  "";""2012JJ00"";""      97"""
"74594;""CR03  "";""CR36  "";""2013JJ00"";""     128"""
"74595;""CR03  "";""CR36  "";""2014JJ00"";""     120"""
"74596;""CR03  "";""CR36  "";""2015JJ00"";""     100"""
"74597;""CR03  "";""CR36  "";""2016JJ00"";""     146"""
"74598;""CR03  "";""CR36  "";""2017JJ00"";""     115"""
"74599;""CR03  "";""CR36  "";""2018JJ00"";""     110"""
"74600;""CR03  "";""CR37  "";""2011JJ00"";""      27"""
"74601;""CR03  "";""CR37  "";""2012JJ00"";""      33"""
"74602;""CR03  "";""CR37  "";""2013JJ00"";""      32"""
"74603;""CR03  "";""CR37  "";""2014JJ00"";""      33"""
"74604;""CR03  "";""CR37  "";""2015JJ00"";""      30"""
"74605;""CR03  "";""CR37  "";""2016JJ00"";""      33"""
"74606;""CR03  "";""CR37  "";""2017JJ00"";""      36"""
"74607;""CR03  "";""CR37  "";""2018JJ00"";""      36"""
"74608;""CR03  "";""CR38  "";""2011JJ00"";""       8"""
"74609;""CR03  "";""CR38  "";""2012JJ00"";""      21"""
"74610;""CR03  "";""CR38  "";""2013JJ00"";""      24"""
"74611;""CR03  "";""CR38  "";""2014JJ00"";""      13"""
"74612;""CR03  "";""CR38  "";""2015JJ00"";""      23"""
"74613;""CR03  "";""CR38  "";""2016JJ00"";""      18"""
"74614;""CR03  "";""CR38  "";""2017JJ00"";""      25"""
"74615;""CR03  "";""CR38  "";""2018JJ00"";""      18"""
"74616;""CR03  "";""CR39  "";""2011JJ00"";""      82"""
"74617;""CR03  "";""CR39  "";""2012JJ00"";""      88"""
"74618;""CR03  "";""CR39  "";""2013JJ00"";""      82"""
"74619;""CR03  "";""CR39  "";""2014JJ00"";""      94"""
"74620;""CR03  "";""CR39  "";""2015JJ00"";""      78"""
"74621;""CR03  "";""CR39  "";""2016JJ00"";""      95"""
"74622;""CR03  "";""CR39  "";""2017JJ00"";""      92"""
"74623;""CR03  "";""CR39  "";""2018JJ00"";""      99"""
"74624;""CR03  "";""CR40  "";""2011JJ00"";""     383"""
"74625;""CR03  "";""CR40  "";""2012JJ00"";""     389"""
"74626;""CR03  "";""CR40  "";""2013JJ00"";""     380"""
"74627;""CR03  "";""CR40  "";""2014JJ00"";""     399"""
"74628;""CR03  "";""CR40  "";""2015JJ00"";""     357"""
"74629;""CR03  "";""CR40  "";""2016JJ00"";""     392"""
"74630;""CR03  "";""CR40  "";""2017JJ00"";""     359"""
"74631;""CR03  "";""CR40  "";""2018JJ00"";""     382"""
"78216;""CR04  "";""CR01  "";""2011JJ00"";""     138"""
"78217;""CR04  "";""CR01  "";""2012JJ00"";""     171"""
"78218;""CR04  "";""CR01  "";""2013JJ00"";""     167"""
"78219;""CR04  "";""CR01  "";""2014JJ00"";""     172"""
"78220;""CR04  "";""CR01  "";""2015JJ00"";""     230"""
"78221;""CR04  "";""CR01  "";""2016JJ00"";""     301"""
"78222;""CR04  "";""CR01  "";""2017JJ00"";""     304"""
"78223;""CR04  "";""CR01  "";""2018JJ00"";""     333"""
"78224;""CR04  "";""CR02  "";""2011JJ00"";""      65"""
"78225;""CR04  "";""CR02  "";""2012JJ00"";""      53"""
"78226;""CR04  "";""CR02  "";""2013JJ00"";""      44"""
"78227;""CR04  "";""CR02  "";""2014JJ00"";""      70"""
"78228;""CR04  "";""CR02  "";""2015JJ00"";""      91"""
"78229;""CR04  "";""CR02  "";""2016JJ00"";""     127"""
"78230;""CR04  "";""CR02  "";""2017JJ00"";""      62"""
"78231;""CR04  "";""CR02  "";""2018JJ00"";""      51"""
"78232;""CR04  "";""CR03  "";""2011JJ00"";""    1020"""
"78233;""CR04  "";""CR03  "";""2012JJ00"";""     977"""
"78234;""CR04  "";""CR03  "";""2013JJ00"";""    1054"""
"78235;""CR04  "";""CR03  "";""2014JJ00"";""    1098"""
"78236;""CR04  "";""CR03  "";""2015JJ00"";""    1197"""
"78237;""CR04  "";""CR03  "";""2016JJ00"";""    1297"""
"78238;""CR04  "";""CR03  "";""2017JJ00"";""    1378"""
"78239;""CR04  "";""CR03  "";""2018JJ00"";""    1150"""
"78240;""CR04  "";""CR04  "";""2011JJ00"";""    5881"""
"78241;""CR04  "";""CR04  "";""2012JJ00"";""    5734"""
"78242;""CR04  "";""CR04  "";""2013JJ00"";""    6076"""
"78243;""CR04  "";""CR04  "";""2014JJ00"";""    5826"""
"78244;""CR04  "";""CR04  "";""2015JJ00"";""    6095"""
"78245;""CR04  "";""CR04  "";""2016JJ00"";""    6710"""
"78246;""CR04  "";""CR04  "";""2017JJ00"";""    6974"""
"78247;""CR04  "";""CR04  "";""2018JJ00"";""    5927"""
"78248;""CR04  "";""CR05  "";""2011JJ00"";""     746"""
"78249;""CR04  "";""CR05  "";""2012JJ00"";""     843"""
"78250;""CR04  "";""CR05  "";""2013JJ00"";""     746"""
"78251;""CR04  "";""CR05  "";""2014JJ00"";""     982"""
"78252;""CR04  "";""CR05  "";""2015JJ00"";""     973"""
"78253;""CR04  "";""CR05  "";""2016JJ00"";""    1121"""
"78254;""CR04  "";""CR05  "";""2017JJ00"";""    1201"""
"78255;""CR04  "";""CR05  "";""2018JJ00"";""    1088"""
"78256;""CR04  "";""CR06  "";""2011JJ00"";""    1365"""
"78257;""CR04  "";""CR06  "";""2012JJ00"";""    1414"""
"78258;""CR04  "";""CR06  "";""2013JJ00"";""    1370"""
"78259;""CR04  "";""CR06  "";""2014JJ00"";""    1353"""
"78260;""CR04  "";""CR06  "";""2015JJ00"";""    1398"""
"78261;""CR04  "";""CR06  "";""2016JJ00"";""    1419"""
"78262;""CR04  "";""CR06  "";""2017JJ00"";""    1461"""
"78263;""CR04  "";""CR06  "";""2018JJ00"";""    1394"""
"78264;""CR04  "";""CR07  "";""2011JJ00"";""     206"""
"78265;""CR04  "";""CR07  "";""2012JJ00"";""     203"""
"78266;""CR04  "";""CR07  "";""2013JJ00"";""     257"""
"78267;""CR04  "";""CR07  "";""2014JJ00"";""     226"""
"78268;""CR04  "";""CR07  "";""2015JJ00"";""     236"""
"78269;""CR04  "";""CR07  "";""2016JJ00"";""     423"""
"78270;""CR04  "";""CR07  "";""2017JJ00"";""     540"""
"78271;""CR04  "";""CR07  "";""2018JJ00"";""     275"""
"78272;""CR04  "";""CR08  "";""2011JJ00"";""     108"""
"78273;""CR04  "";""CR08  "";""2012JJ00"";""     127"""
"78274;""CR04  "";""CR08  "";""2013JJ00"";""     181"""
"78275;""CR04  "";""CR08  "";""2014JJ00"";""     155"""
"78276;""CR04  "";""CR08  "";""2015JJ00"";""     103"""
"78277;""CR04  "";""CR08  "";""2016JJ00"";""     108"""
"78278;""CR04  "";""CR08  "";""2017JJ00"";""     131"""
"78279;""CR04  "";""CR08  "";""2018JJ00"";""     112"""
"78280;""CR04  "";""CR09  "";""2011JJ00"";""     103"""
"78281;""CR04  "";""CR09  "";""2012JJ00"";""     119"""
"78282;""CR04  "";""CR09  "";""2013JJ00"";""     126"""
"78283;""CR04  "";""CR09  "";""2014JJ00"";""     124"""
"78284;""CR04  "";""CR09  "";""2015JJ00"";""     110"""
"78285;""CR04  "";""CR09  "";""2016JJ00"";""     127"""
"78286;""CR04  "";""CR09  "";""2017JJ00"";""     114"""
"78287;""CR04  "";""CR09  "";""2018JJ00"";""     107"""
"78288;""CR04  "";""CR10  "";""2011JJ00"";""     257"""
"78289;""CR04  "";""CR10  "";""2012JJ00"";""     242"""
"78290;""CR04  "";""CR10  "";""2013JJ00"";""     260"""
"78291;""CR04  "";""CR10  "";""2014JJ00"";""     302"""
"78292;""CR04  "";""CR10  "";""2015JJ00"";""     236"""
"78293;""CR04  "";""CR10  "";""2016JJ00"";""     254"""
"78294;""CR04  "";""CR10  "";""2017JJ00"";""     222"""
"78295;""CR04  "";""CR10  "";""2018JJ00"";""     253"""
"78296;""CR04  "";""CR11  "";""2011JJ00"";""      70"""
"78297;""CR04  "";""CR11  "";""2012JJ00"";""      80"""
"78298;""CR04  "";""CR11  "";""2013JJ00"";""      80"""
"78299;""CR04  "";""CR11  "";""2014JJ00"";""      74"""
"78300;""CR04  "";""CR11  "";""2015JJ00"";""      67"""
"78301;""CR04  "";""CR11  "";""2016JJ00"";""      69"""
"78302;""CR04  "";""CR11  "";""2017JJ00"";""      61"""
"78303;""CR04  "";""CR11  "";""2018JJ00"";""      45"""
"78304;""CR04  "";""CR12  "";""2011JJ00"";""     194"""
"78305;""CR04  "";""CR12  "";""2012JJ00"";""     178"""
"78306;""CR04  "";""CR12  "";""2013JJ00"";""     172"""
"78307;""CR04  "";""CR12  "";""2014JJ00"";""     186"""
"78308;""CR04  "";""CR12  "";""2015JJ00"";""     176"""
"78309;""CR04  "";""CR12  "";""2016JJ00"";""     182"""
"78310;""CR04  "";""CR12  "";""2017JJ00"";""     147"""
"78311;""CR04  "";""CR12  "";""2018JJ00"";""     190"""
"78312;""CR04  "";""CR13  "";""2011JJ00"";""     190"""
"78313;""CR04  "";""CR13  "";""2012JJ00"";""     180"""
"78314;""CR04  "";""CR13  "";""2013JJ00"";""     214"""
"78315;""CR04  "";""CR13  "";""2014JJ00"";""     203"""
"78316;""CR04  "";""CR13  "";""2015JJ00"";""     217"""
"78317;""CR04  "";""CR13  "";""2016JJ00"";""     215"""
"78318;""CR04  "";""CR13  "";""2017JJ00"";""     193"""
"78319;""CR04  "";""CR13  "";""2018JJ00"";""     193"""
"78320;""CR04  "";""CR14  "";""2011JJ00"";""      77"""
"78321;""CR04  "";""CR14  "";""2012JJ00"";""     102"""
"78322;""CR04  "";""CR14  "";""2013JJ00"";""      90"""
"78323;""CR04  "";""CR14  "";""2014JJ00"";""      73"""
"78324;""CR04  "";""CR14  "";""2015JJ00"";""      90"""
"78325;""CR04  "";""CR14  "";""2016JJ00"";""      81"""
"78326;""CR04  "";""CR14  "";""2017JJ00"";""      76"""
"78327;""CR04  "";""CR14  "";""2018JJ00"";""      90"""
"78328;""CR04  "";""CR15  "";""2011JJ00"";""     151"""
"78329;""CR04  "";""CR15  "";""2012JJ00"";""     125"""
"78330;""CR04  "";""CR15  "";""2013JJ00"";""     142"""
"78331;""CR04  "";""CR15  "";""2014JJ00"";""     159"""
"78332;""CR04  "";""CR15  "";""2015JJ00"";""     117"""
"78333;""CR04  "";""CR15  "";""2016JJ00"";""     145"""
"78334;""CR04  "";""CR15  "";""2017JJ00"";""     158"""
"78335;""CR04  "";""CR15  "";""2018JJ00"";""     170"""
"78336;""CR04  "";""CR16  "";""2011JJ00"";""      35"""
"78337;""CR04  "";""CR16  "";""2012JJ00"";""      27"""
"78338;""CR04  "";""CR16  "";""2013JJ00"";""      34"""
"78339;""CR04  "";""CR16  "";""2014JJ00"";""      32"""
"78340;""CR04  "";""CR16  "";""2015JJ00"";""      22"""
"78341;""CR04  "";""CR16  "";""2016JJ00"";""      22"""
"78342;""CR04  "";""CR16  "";""2017JJ00"";""      31"""
"78343;""CR04  "";""CR16  "";""2018JJ00"";""      27"""
"78344;""CR04  "";""CR17  "";""2011JJ00"";""     348"""
"78345;""CR04  "";""CR17  "";""2012JJ00"";""     328"""
"78346;""CR04  "";""CR17  "";""2013JJ00"";""     313"""
"78347;""CR04  "";""CR17  "";""2014JJ00"";""     346"""
"78348;""CR04  "";""CR17  "";""2015JJ00"";""     381"""
"78349;""CR04  "";""CR17  "";""2016JJ00"";""     335"""
"78350;""CR04  "";""CR17  "";""2017JJ00"";""     313"""
"78351;""CR04  "";""CR17  "";""2018JJ00"";""     348"""
"78352;""CR04  "";""CR18  "";""2011JJ00"";""     268"""
"78353;""CR04  "";""CR18  "";""2012JJ00"";""     225"""
"78354;""CR04  "";""CR18  "";""2013JJ00"";""     271"""
"78355;""CR04  "";""CR18  "";""2014JJ00"";""     322"""
"78356;""CR04  "";""CR18  "";""2015JJ00"";""     296"""
"78357;""CR04  "";""CR18  "";""2016JJ00"";""     275"""
"78358;""CR04  "";""CR18  "";""2017JJ00"";""     316"""
"78359;""CR04  "";""CR18  "";""2018JJ00"";""     279"""
"78360;""CR04  "";""CR19  "";""2011JJ00"";""      80"""
"78361;""CR04  "";""CR19  "";""2012JJ00"";""     109"""
"78362;""CR04  "";""CR19  "";""2013JJ00"";""      85"""
"78363;""CR04  "";""CR19  "";""2014JJ00"";""     110"""
"78364;""CR04  "";""CR19  "";""2015JJ00"";""      94"""
"78365;""CR04  "";""CR19  "";""2016JJ00"";""     107"""
"78366;""CR04  "";""CR19  "";""2017JJ00"";""     118"""
"78367;""CR04  "";""CR19  "";""2018JJ00"";""     104"""
"78368;""CR04  "";""CR20  "";""2011JJ00"";""      47"""
"78369;""CR04  "";""CR20  "";""2012JJ00"";""      64"""
"78370;""CR04  "";""CR20  "";""2013JJ00"";""      70"""
"78371;""CR04  "";""CR20  "";""2014JJ00"";""      79"""
"78372;""CR04  "";""CR20  "";""2015JJ00"";""      64"""
"78373;""CR04  "";""CR20  "";""2016JJ00"";""      68"""
"78374;""CR04  "";""CR20  "";""2017JJ00"";""      70"""
"78375;""CR04  "";""CR20  "";""2018JJ00"";""      44"""
"78376;""CR04  "";""CR21  "";""2011JJ00"";""      66"""
"78377;""CR04  "";""CR21  "";""2012JJ00"";""      71"""
"78378;""CR04  "";""CR21  "";""2013JJ00"";""      61"""
"78379;""CR04  "";""CR21  "";""2014JJ00"";""      71"""
"78380;""CR04  "";""CR21  "";""2015JJ00"";""      53"""
"78381;""CR04  "";""CR21  "";""2016JJ00"";""      72"""
"78382;""CR04  "";""CR21  "";""2017JJ00"";""      65"""
"78383;""CR04  "";""CR21  "";""2018JJ00"";""      84"""
"78384;""CR04  "";""CR22  "";""2011JJ00"";""      30"""
"78385;""CR04  "";""CR22  "";""2012JJ00"";""      40"""
"78386;""CR04  "";""CR22  "";""2013JJ00"";""      55"""
"78387;""CR04  "";""CR22  "";""2014JJ00"";""      30"""
"78388;""CR04  "";""CR22  "";""2015JJ00"";""      32"""
"78389;""CR04  "";""CR22  "";""2016JJ00"";""      44"""
"78390;""CR04  "";""CR22  "";""2017JJ00"";""      49"""
"78391;""CR04  "";""CR22  "";""2018JJ00"";""      80"""
"78392;""CR04  "";""CR23  "";""2011JJ00"";""     316"""
"78393;""CR04  "";""CR23  "";""2012JJ00"";""     338"""
"78394;""CR04  "";""CR23  "";""2013JJ00"";""     347"""
"78395;""CR04  "";""CR23  "";""2014JJ00"";""     334"""
"78396;""CR04  "";""CR23  "";""2015JJ00"";""     354"""
"78397;""CR04  "";""CR23  "";""2016JJ00"";""     371"""
"78398;""CR04  "";""CR23  "";""2017JJ00"";""     395"""
"78399;""CR04  "";""CR23  "";""2018JJ00"";""     430"""
"78400;""CR04  "";""CR24  "";""2011JJ00"";""      53"""
"78401;""CR04  "";""CR24  "";""2012JJ00"";""      80"""
"78402;""CR04  "";""CR24  "";""2013JJ00"";""      90"""
"78403;""CR04  "";""CR24  "";""2014JJ00"";""      67"""
"78404;""CR04  "";""CR24  "";""2015JJ00"";""      70"""
"78405;""CR04  "";""CR24  "";""2016JJ00"";""      80"""
"78406;""CR04  "";""CR24  "";""2017JJ00"";""     102"""
"78407;""CR04  "";""CR24  "";""2018JJ00"";""     116"""
"78408;""CR04  "";""CR25  "";""2011JJ00"";""      70"""
"78409;""CR04  "";""CR25  "";""2012JJ00"";""      69"""
"78410;""CR04  "";""CR25  "";""2013JJ00"";""      65"""
"78411;""CR04  "";""CR25  "";""2014JJ00"";""      82"""
"78412;""CR04  "";""CR25  "";""2015JJ00"";""      64"""
"78413;""CR04  "";""CR25  "";""2016JJ00"";""      74"""
"78414;""CR04  "";""CR25  "";""2017JJ00"";""      64"""
"78415;""CR04  "";""CR25  "";""2018JJ00"";""      83"""
"78416;""CR04  "";""CR26  "";""2011JJ00"";""     154"""
"78417;""CR04  "";""CR26  "";""2012JJ00"";""     159"""
"78418;""CR04  "";""CR26  "";""2013JJ00"";""     157"""
"78419;""CR04  "";""CR26  "";""2014JJ00"";""     151"""
"78420;""CR04  "";""CR26  "";""2015JJ00"";""     147"""
"78421;""CR04  "";""CR26  "";""2016JJ00"";""     184"""
"78422;""CR04  "";""CR26  "";""2017JJ00"";""     153"""
"78423;""CR04  "";""CR26  "";""2018JJ00"";""     165"""
"78424;""CR04  "";""CR27  "";""2011JJ00"";""      39"""
"78425;""CR04  "";""CR27  "";""2012JJ00"";""      27"""
"78426;""CR04  "";""CR27  "";""2013JJ00"";""      36"""
"78427;""CR04  "";""CR27  "";""2014JJ00"";""      15"""
"78428;""CR04  "";""CR27  "";""2015JJ00"";""      36"""
"78429;""CR04  "";""CR27  "";""2016JJ00"";""      32"""
"78430;""CR04  "";""CR27  "";""2017JJ00"";""      40"""
"78431;""CR04  "";""CR27  "";""2018JJ00"";""      25"""
"78432;""CR04  "";""CR28  "";""2011JJ00"";""      49"""
"78433;""CR04  "";""CR28  "";""2012JJ00"";""      53"""
"78434;""CR04  "";""CR28  "";""2013JJ00"";""      45"""
"78435;""CR04  "";""CR28  "";""2014JJ00"";""      39"""
"78436;""CR04  "";""CR28  "";""2015JJ00"";""      33"""
"78437;""CR04  "";""CR28  "";""2016JJ00"";""      53"""
"78438;""CR04  "";""CR28  "";""2017JJ00"";""      52"""
"78439;""CR04  "";""CR28  "";""2018JJ00"";""      41"""
"78440;""CR04  "";""CR29  "";""2011JJ00"";""     163"""
"78441;""CR04  "";""CR29  "";""2012JJ00"";""     166"""
"78442;""CR04  "";""CR29  "";""2013JJ00"";""     167"""
"78443;""CR04  "";""CR29  "";""2014JJ00"";""     174"""
"78444;""CR04  "";""CR29  "";""2015JJ00"";""     143"""
"78445;""CR04  "";""CR29  "";""2016JJ00"";""     161"""
"78446;""CR04  "";""CR29  "";""2017JJ00"";""     189"""
"78447;""CR04  "";""CR29  "";""2018JJ00"";""     202"""
"78448;""CR04  "";""CR30  "";""2011JJ00"";""      57"""
"78449;""CR04  "";""CR30  "";""2012JJ00"";""      44"""
"78450;""CR04  "";""CR30  "";""2013JJ00"";""      36"""
"78451;""CR04  "";""CR30  "";""2014JJ00"";""      31"""
"78452;""CR04  "";""CR30  "";""2015JJ00"";""      36"""
"78453;""CR04  "";""CR30  "";""2016JJ00"";""      41"""
"78454;""CR04  "";""CR30  "";""2017JJ00"";""      39"""
"78455;""CR04  "";""CR30  "";""2018JJ00"";""      40"""
"78456;""CR04  "";""CR31  "";""2011JJ00"";""      10"""
"78457;""CR04  "";""CR31  "";""2012JJ00"";""      12"""
"78458;""CR04  "";""CR31  "";""2013JJ00"";""      18"""
"78459;""CR04  "";""CR31  "";""2014JJ00"";""       6"""
"78460;""CR04  "";""CR31  "";""2015JJ00"";""       8"""
"78461;""CR04  "";""CR31  "";""2016JJ00"";""      24"""
"78462;""CR04  "";""CR31  "";""2017JJ00"";""       6"""
"78463;""CR04  "";""CR31  "";""2018JJ00"";""       9"""
"78464;""CR04  "";""CR32  "";""2011JJ00"";""      43"""
"78465;""CR04  "";""CR32  "";""2012JJ00"";""      27"""
"78466;""CR04  "";""CR32  "";""2013JJ00"";""      30"""
"78467;""CR04  "";""CR32  "";""2014JJ00"";""      26"""
"78468;""CR04  "";""CR32  "";""2015JJ00"";""      44"""
"78469;""CR04  "";""CR32  "";""2016JJ00"";""      52"""
"78470;""CR04  "";""CR32  "";""2017JJ00"";""      26"""
"78471;""CR04  "";""CR32  "";""2018JJ00"";""      28"""
"78472;""CR04  "";""CR33  "";""2011JJ00"";""      54"""
"78473;""CR04  "";""CR33  "";""2012JJ00"";""      50"""
"78474;""CR04  "";""CR33  "";""2013JJ00"";""      58"""
"78475;""CR04  "";""CR33  "";""2014JJ00"";""      45"""
"78476;""CR04  "";""CR33  "";""2015JJ00"";""      37"""
"78477;""CR04  "";""CR33  "";""2016JJ00"";""      74"""
"78478;""CR04  "";""CR33  "";""2017JJ00"";""      66"""
"78479;""CR04  "";""CR33  "";""2018JJ00"";""      66"""
"78480;""CR04  "";""CR34  "";""2011JJ00"";""      43"""
"78481;""CR04  "";""CR34  "";""2012JJ00"";""      50"""
"78482;""CR04  "";""CR34  "";""2013JJ00"";""      55"""
"78483;""CR04  "";""CR34  "";""2014JJ00"";""      46"""
"78484;""CR04  "";""CR34  "";""2015JJ00"";""      30"""
"78485;""CR04  "";""CR34  "";""2016JJ00"";""      63"""
"78486;""CR04  "";""CR34  "";""2017JJ00"";""      59"""
"78487;""CR04  "";""CR34  "";""2018JJ00"";""      59"""
"78488;""CR04  "";""CR35  "";""2011JJ00"";""      55"""
"78489;""CR04  "";""CR35  "";""2012JJ00"";""      49"""
"78490;""CR04  "";""CR35  "";""2013JJ00"";""      53"""
"78491;""CR04  "";""CR35  "";""2014JJ00"";""      47"""
"78492;""CR04  "";""CR35  "";""2015JJ00"";""      54"""
"78493;""CR04  "";""CR35  "";""2016JJ00"";""      64"""
"78494;""CR04  "";""CR35  "";""2017JJ00"";""      70"""
"78495;""CR04  "";""CR35  "";""2018JJ00"";""      58"""
"78496;""CR04  "";""CR36  "";""2011JJ00"";""      77"""
"78497;""CR04  "";""CR36  "";""2012JJ00"";""      69"""
"78498;""CR04  "";""CR36  "";""2013JJ00"";""      71"""
"78499;""CR04  "";""CR36  "";""2014JJ00"";""      61"""
"78500;""CR04  "";""CR36  "";""2015JJ00"";""      83"""
"78501;""CR04  "";""CR36  "";""2016JJ00"";""     122"""
"78502;""CR04  "";""CR36  "";""2017JJ00"";""     129"""
"78503;""CR04  "";""CR36  "";""2018JJ00"";""      54"""
"78504;""CR04  "";""CR37  "";""2011JJ00"";""      21"""
"78505;""CR04  "";""CR37  "";""2012JJ00"";""      25"""
"78506;""CR04  "";""CR37  "";""2013JJ00"";""      21"""
"78507;""CR04  "";""CR37  "";""2014JJ00"";""      24"""
"78508;""CR04  "";""CR37  "";""2015JJ00"";""      23"""
"78509;""CR04  "";""CR37  "";""2016JJ00"";""      17"""
"78510;""CR04  "";""CR37  "";""2017JJ00"";""      25"""
"78511;""CR04  "";""CR37  "";""2018JJ00"";""      21"""
"78512;""CR04  "";""CR38  "";""2011JJ00"";""      15"""
"78513;""CR04  "";""CR38  "";""2012JJ00"";""      18"""
"78514;""CR04  "";""CR38  "";""2013JJ00"";""      33"""
"78515;""CR04  "";""CR38  "";""2014JJ00"";""       8"""
"78516;""CR04  "";""CR38  "";""2015JJ00"";""      14"""
"78517;""CR04  "";""CR38  "";""2016JJ00"";""       8"""
"78518;""CR04  "";""CR38  "";""2017JJ00"";""      20"""
"78519;""CR04  "";""CR38  "";""2018JJ00"";""      17"""
"78520;""CR04  "";""CR39  "";""2011JJ00"";""      42"""
"78521;""CR04  "";""CR39  "";""2012JJ00"";""      43"""
"78522;""CR04  "";""CR39  "";""2013JJ00"";""      48"""
"78523;""CR04  "";""CR39  "";""2014JJ00"";""      46"""
"78524;""CR04  "";""CR39  "";""2015JJ00"";""      43"""
"78525;""CR04  "";""CR39  "";""2016JJ00"";""      47"""
"78526;""CR04  "";""CR39  "";""2017JJ00"";""      57"""
"78527;""CR04  "";""CR39  "";""2018JJ00"";""      44"""
"78528;""CR04  "";""CR40  "";""2011JJ00"";""     239"""
"78529;""CR04  "";""CR40  "";""2012JJ00"";""     267"""
"78530;""CR04  "";""CR40  "";""2013JJ00"";""     327"""
"78531;""CR04  "";""CR40  "";""2014JJ00"";""     280"""
"78532;""CR04  "";""CR40  "";""2015JJ00"";""     307"""
"78533;""CR04  "";""CR40  "";""2016JJ00"";""     306"""
"78534;""CR04  "";""CR40  "";""2017JJ00"";""     261"""
"78535;""CR04  "";""CR40  "";""2018JJ00"";""     310"""
"82120;""CR05  "";""CR01  "";""2011JJ00"";""      20"""
"82121;""CR05  "";""CR01  "";""2012JJ00"";""      40"""
"82122;""CR05  "";""CR01  "";""2013JJ00"";""      33"""
"82123;""CR05  "";""CR01  "";""2014JJ00"";""      40"""
"82124;""CR05  "";""CR01  "";""2015JJ00"";""      32"""
"82125;""CR05  "";""CR01  "";""2016JJ00"";""     160"""
"82126;""CR05  "";""CR01  "";""2017JJ00"";""     195"""
"82127;""CR05  "";""CR01  "";""2018JJ00"";""     198"""
"82128;""CR05  "";""CR02  "";""2011JJ00"";""       6"""
"82129;""CR05  "";""CR02  "";""2012JJ00"";""       5"""
"82130;""CR05  "";""CR02  "";""2013JJ00"";""       5"""
"82131;""CR05  "";""CR02  "";""2014JJ00"";""      43"""
"82132;""CR05  "";""CR02  "";""2015JJ00"";""      76"""
"82133;""CR05  "";""CR02  "";""2016JJ00"";""     101"""
"82134;""CR05  "";""CR02  "";""2017JJ00"";""      20"""
"82135;""CR05  "";""CR02  "";""2018JJ00"";""      17"""
"82136;""CR05  "";""CR03  "";""2011JJ00"";""     231"""
"82137;""CR05  "";""CR03  "";""2012JJ00"";""     274"""
"82138;""CR05  "";""CR03  "";""2013JJ00"";""     243"""
"82139;""CR05  "";""CR03  "";""2014JJ00"";""     332"""
"82140;""CR05  "";""CR03  "";""2015JJ00"";""     370"""
"82141;""CR05  "";""CR03  "";""2016JJ00"";""     469"""
"82142;""CR05  "";""CR03  "";""2017JJ00"";""     369"""
"82143;""CR05  "";""CR03  "";""2018JJ00"";""     355"""
"82144;""CR05  "";""CR04  "";""2011JJ00"";""     763"""
"82145;""CR05  "";""CR04  "";""2012JJ00"";""     719"""
"82146;""CR05  "";""CR04  "";""2013JJ00"";""     839"""
"82147;""CR05  "";""CR04  "";""2014JJ00"";""     928"""
"82148;""CR05  "";""CR04  "";""2015JJ00"";""     914"""
"82149;""CR05  "";""CR04  "";""2016JJ00"";""    1008"""
"82150;""CR05  "";""CR04  "";""2017JJ00"";""    1017"""
"82151;""CR05  "";""CR04  "";""2018JJ00"";""    1034"""
"82152;""CR05  "";""CR05  "";""2011JJ00"";""     288"""
"82153;""CR05  "";""CR05  "";""2012JJ00"";""     236"""
"82154;""CR05  "";""CR05  "";""2013JJ00"";""     275"""
"82155;""CR05  "";""CR05  "";""2014JJ00"";""     479"""
"82156;""CR05  "";""CR05  "";""2015JJ00"";""     441"""
"82157;""CR05  "";""CR05  "";""2016JJ00"";""     459"""
"82158;""CR05  "";""CR05  "";""2017JJ00"";""     548"""
"82159;""CR05  "";""CR05  "";""2018JJ00"";""     561"""
"82160;""CR05  "";""CR06  "";""2011JJ00"";""     309"""
"82161;""CR05  "";""CR06  "";""2012JJ00"";""     421"""
"82162;""CR05  "";""CR06  "";""2013JJ00"";""     353"""
"82163;""CR05  "";""CR06  "";""2014JJ00"";""     514"""
"82164;""CR05  "";""CR06  "";""2015JJ00"";""     550"""
"82165;""CR05  "";""CR06  "";""2016JJ00"";""     576"""
"82166;""CR05  "";""CR06  "";""2017JJ00"";""     546"""
"82167;""CR05  "";""CR06  "";""2018JJ00"";""     669"""
"82168;""CR05  "";""CR07  "";""2011JJ00"";""      38"""
"82169;""CR05  "";""CR07  "";""2012JJ00"";""      41"""
"82170;""CR05  "";""CR07  "";""2013JJ00"";""      29"""
"82171;""CR05  "";""CR07  "";""2014JJ00"";""      32"""
"82172;""CR05  "";""CR07  "";""2015JJ00"";""      50"""
"82173;""CR05  "";""CR07  "";""2016JJ00"";""     136"""
"82174;""CR05  "";""CR07  "";""2017JJ00"";""     400"""
"82175;""CR05  "";""CR07  "";""2018JJ00"";""      76"""
"82176;""CR05  "";""CR08  "";""2011JJ00"";""      28"""
