"ID;""RegioVanVestiging"";""RegioVanVertrek"";""Perioden"";""TussenGemeentenVerhuisdePersonen_1"""
"160420;""CR25  "";""CR28  "";""2015JJ00"";""     977"""
"160421;""CR25  "";""CR28  "";""2016JJ00"";""    1021"""
"160422;""CR25  "";""CR28  "";""2017JJ00"";""     982"""
"160423;""CR25  "";""CR28  "";""2018JJ00"";""     916"""
"160424;""CR25  "";""CR29  "";""2011JJ00"";""     796"""
"160425;""CR25  "";""CR29  "";""2012JJ00"";""     850"""
"160426;""CR25  "";""CR29  "";""2013JJ00"";""     862"""
"160427;""CR25  "";""CR29  "";""2014JJ00"";""     886"""
"160428;""CR25  "";""CR29  "";""2015JJ00"";""     948"""
"160429;""CR25  "";""CR29  "";""2016JJ00"";""    1059"""
"160430;""CR25  "";""CR29  "";""2017JJ00"";""    1013"""
"160431;""CR25  "";""CR29  "";""2018JJ00"";""     895"""
"160432;""CR25  "";""CR30  "";""2011JJ00"";""     169"""
"160433;""CR25  "";""CR30  "";""2012JJ00"";""     190"""
"160434;""CR25  "";""CR30  "";""2013JJ00"";""     201"""
"160435;""CR25  "";""CR30  "";""2014JJ00"";""     146"""
"160436;""CR25  "";""CR30  "";""2015JJ00"";""     170"""
"160437;""CR25  "";""CR30  "";""2016JJ00"";""     165"""
"160438;""CR25  "";""CR30  "";""2017JJ00"";""     211"""
"160439;""CR25  "";""CR30  "";""2018JJ00"";""     145"""
"160440;""CR25  "";""CR31  "";""2011JJ00"";""      31"""
"160441;""CR25  "";""CR31  "";""2012JJ00"";""      18"""
"160442;""CR25  "";""CR31  "";""2013JJ00"";""      40"""
"160443;""CR25  "";""CR31  "";""2014JJ00"";""      23"""
"160444;""CR25  "";""CR31  "";""2015JJ00"";""      26"""
"160445;""CR25  "";""CR31  "";""2016JJ00"";""      40"""
"160446;""CR25  "";""CR31  "";""2017JJ00"";""      25"""
"160447;""CR25  "";""CR31  "";""2018JJ00"";""      19"""
"160448;""CR25  "";""CR32  "";""2011JJ00"";""     154"""
"160449;""CR25  "";""CR32  "";""2012JJ00"";""     148"""
"160450;""CR25  "";""CR32  "";""2013JJ00"";""     158"""
"160451;""CR25  "";""CR32  "";""2014JJ00"";""     133"""
"160452;""CR25  "";""CR32  "";""2015JJ00"";""     112"""
"160453;""CR25  "";""CR32  "";""2016JJ00"";""     134"""
"160454;""CR25  "";""CR32  "";""2017JJ00"";""     140"""
"160455;""CR25  "";""CR32  "";""2018JJ00"";""     179"""
"160456;""CR25  "";""CR33  "";""2011JJ00"";""     185"""
"160457;""CR25  "";""CR33  "";""2012JJ00"";""     190"""
"160458;""CR25  "";""CR33  "";""2013JJ00"";""     223"""
"160459;""CR25  "";""CR33  "";""2014JJ00"";""     221"""
"160460;""CR25  "";""CR33  "";""2015JJ00"";""     218"""
"160461;""CR25  "";""CR33  "";""2016JJ00"";""     241"""
"160462;""CR25  "";""CR33  "";""2017JJ00"";""     215"""
"160463;""CR25  "";""CR33  "";""2018JJ00"";""     196"""
"160464;""CR25  "";""CR34  "";""2011JJ00"";""     106"""
"160465;""CR25  "";""CR34  "";""2012JJ00"";""     136"""
"160466;""CR25  "";""CR34  "";""2013JJ00"";""     141"""
"160467;""CR25  "";""CR34  "";""2014JJ00"";""     112"""
"160468;""CR25  "";""CR34  "";""2015JJ00"";""     120"""
"160469;""CR25  "";""CR34  "";""2016JJ00"";""     153"""
"160470;""CR25  "";""CR34  "";""2017JJ00"";""     160"""
"160471;""CR25  "";""CR34  "";""2018JJ00"";""     147"""
"160472;""CR25  "";""CR35  "";""2011JJ00"";""     163"""
"160473;""CR25  "";""CR35  "";""2012JJ00"";""     138"""
"160474;""CR25  "";""CR35  "";""2013JJ00"";""     130"""
"160475;""CR25  "";""CR35  "";""2014JJ00"";""     148"""
"160476;""CR25  "";""CR35  "";""2015JJ00"";""     134"""
"160477;""CR25  "";""CR35  "";""2016JJ00"";""     166"""
"160478;""CR25  "";""CR35  "";""2017JJ00"";""     135"""
"160479;""CR25  "";""CR35  "";""2018JJ00"";""     122"""
"160480;""CR25  "";""CR36  "";""2011JJ00"";""     148"""
"160481;""CR25  "";""CR36  "";""2012JJ00"";""     157"""
"160482;""CR25  "";""CR36  "";""2013JJ00"";""     176"""
"160483;""CR25  "";""CR36  "";""2014JJ00"";""     185"""
"160484;""CR25  "";""CR36  "";""2015JJ00"";""     171"""
"160485;""CR25  "";""CR36  "";""2016JJ00"";""     235"""
"160486;""CR25  "";""CR36  "";""2017JJ00"";""     175"""
"160487;""CR25  "";""CR36  "";""2018JJ00"";""     148"""
"160488;""CR25  "";""CR37  "";""2011JJ00"";""      50"""
"160489;""CR25  "";""CR37  "";""2012JJ00"";""      51"""
"160490;""CR25  "";""CR37  "";""2013JJ00"";""      72"""
"160491;""CR25  "";""CR37  "";""2014JJ00"";""      48"""
"160492;""CR25  "";""CR37  "";""2015JJ00"";""      34"""
"160493;""CR25  "";""CR37  "";""2016JJ00"";""      23"""
"160494;""CR25  "";""CR37  "";""2017JJ00"";""      58"""
"160495;""CR25  "";""CR37  "";""2018JJ00"";""      37"""
"160496;""CR25  "";""CR38  "";""2011JJ00"";""      64"""
"160497;""CR25  "";""CR38  "";""2012JJ00"";""      54"""
"160498;""CR25  "";""CR38  "";""2013JJ00"";""      39"""
"160499;""CR25  "";""CR38  "";""2014JJ00"";""      54"""
"160500;""CR25  "";""CR38  "";""2015JJ00"";""      40"""
"160501;""CR25  "";""CR38  "";""2016JJ00"";""      68"""
"160502;""CR25  "";""CR38  "";""2017JJ00"";""      71"""
"160503;""CR25  "";""CR38  "";""2018JJ00"";""      49"""
"160504;""CR25  "";""CR39  "";""2011JJ00"";""     134"""
"160505;""CR25  "";""CR39  "";""2012JJ00"";""     161"""
"160506;""CR25  "";""CR39  "";""2013JJ00"";""     157"""
"160507;""CR25  "";""CR39  "";""2014JJ00"";""     146"""
"160508;""CR25  "";""CR39  "";""2015JJ00"";""     109"""
"160509;""CR25  "";""CR39  "";""2016JJ00"";""     217"""
"160510;""CR25  "";""CR39  "";""2017JJ00"";""     158"""
"160511;""CR25  "";""CR39  "";""2018JJ00"";""     143"""
"160512;""CR25  "";""CR40  "";""2011JJ00"";""     203"""
"160513;""CR25  "";""CR40  "";""2012JJ00"";""     185"""
"160514;""CR25  "";""CR40  "";""2013JJ00"";""     162"""
"160515;""CR25  "";""CR40  "";""2014JJ00"";""     285"""
"160516;""CR25  "";""CR40  "";""2015JJ00"";""     367"""
"160517;""CR25  "";""CR40  "";""2016JJ00"";""     250"""
"160518;""CR25  "";""CR40  "";""2017JJ00"";""     227"""
"160519;""CR25  "";""CR40  "";""2018JJ00"";""     232"""
"164104;""CR26  "";""CR01  "";""2011JJ00"";""     102"""
"164105;""CR26  "";""CR01  "";""2012JJ00"";""      64"""
"164106;""CR26  "";""CR01  "";""2013JJ00"";""      72"""
"164107;""CR26  "";""CR01  "";""2014JJ00"";""     138"""
"164108;""CR26  "";""CR01  "";""2015JJ00"";""     298"""
"164109;""CR26  "";""CR01  "";""2016JJ00"";""     361"""
"164110;""CR26  "";""CR01  "";""2017JJ00"";""     100"""
"164111;""CR26  "";""CR01  "";""2018JJ00"";""     325"""
"164112;""CR26  "";""CR02  "";""2011JJ00"";""      33"""
"164113;""CR26  "";""CR02  "";""2012JJ00"";""      27"""
"164114;""CR26  "";""CR02  "";""2013JJ00"";""      36"""
"164115;""CR26  "";""CR02  "";""2014JJ00"";""      31"""
"164116;""CR26  "";""CR02  "";""2015JJ00"";""      16"""
"164117;""CR26  "";""CR02  "";""2016JJ00"";""      14"""
"164118;""CR26  "";""CR02  "";""2017JJ00"";""      30"""
"164119;""CR26  "";""CR02  "";""2018JJ00"";""      19"""
"164120;""CR26  "";""CR03  "";""2011JJ00"";""     408"""
"164121;""CR26  "";""CR03  "";""2012JJ00"";""     444"""
"164122;""CR26  "";""CR03  "";""2013JJ00"";""     478"""
"164123;""CR26  "";""CR03  "";""2014JJ00"";""     461"""
"164124;""CR26  "";""CR03  "";""2015JJ00"";""     483"""
"164125;""CR26  "";""CR03  "";""2016JJ00"";""     506"""
"164126;""CR26  "";""CR03  "";""2017JJ00"";""     478"""
"164127;""CR26  "";""CR03  "";""2018JJ00"";""     492"""
"164128;""CR26  "";""CR04  "";""2011JJ00"";""     230"""
"164129;""CR26  "";""CR04  "";""2012JJ00"";""     185"""
"164130;""CR26  "";""CR04  "";""2013JJ00"";""     195"""
"164131;""CR26  "";""CR04  "";""2014JJ00"";""     173"""
"164132;""CR26  "";""CR04  "";""2015JJ00"";""     196"""
"164133;""CR26  "";""CR04  "";""2016JJ00"";""     198"""
"164134;""CR26  "";""CR04  "";""2017JJ00"";""     201"""
"164135;""CR26  "";""CR04  "";""2018JJ00"";""     192"""
"164136;""CR26  "";""CR05  "";""2011JJ00"";""      25"""
"164137;""CR26  "";""CR05  "";""2012JJ00"";""      27"""
"164138;""CR26  "";""CR05  "";""2013JJ00"";""      50"""
"164139;""CR26  "";""CR05  "";""2014JJ00"";""      53"""
"164140;""CR26  "";""CR05  "";""2015JJ00"";""      45"""
"164141;""CR26  "";""CR05  "";""2016JJ00"";""      51"""
"164142;""CR26  "";""CR05  "";""2017JJ00"";""      89"""
"164143;""CR26  "";""CR05  "";""2018JJ00"";""      43"""
"164144;""CR26  "";""CR06  "";""2011JJ00"";""      87"""
"164145;""CR26  "";""CR06  "";""2012JJ00"";""      81"""
"164146;""CR26  "";""CR06  "";""2013JJ00"";""     111"""
"164147;""CR26  "";""CR06  "";""2014JJ00"";""      87"""
"164148;""CR26  "";""CR06  "";""2015JJ00"";""      95"""
"164149;""CR26  "";""CR06  "";""2016JJ00"";""      64"""
"164150;""CR26  "";""CR06  "";""2017JJ00"";""      74"""
"164151;""CR26  "";""CR06  "";""2018JJ00"";""      66"""
"164152;""CR26  "";""CR07  "";""2011JJ00"";""     105"""
"164153;""CR26  "";""CR07  "";""2012JJ00"";""      98"""
"164154;""CR26  "";""CR07  "";""2013JJ00"";""     105"""
"164155;""CR26  "";""CR07  "";""2014JJ00"";""     111"""
"164156;""CR26  "";""CR07  "";""2015JJ00"";""     160"""
"164157;""CR26  "";""CR07  "";""2016JJ00"";""     384"""
"164158;""CR26  "";""CR07  "";""2017JJ00"";""     677"""
"164159;""CR26  "";""CR07  "";""2018JJ00"";""     133"""
"164160;""CR26  "";""CR08  "";""2011JJ00"";""      98"""
"164161;""CR26  "";""CR08  "";""2012JJ00"";""      81"""
"164162;""CR26  "";""CR08  "";""2013JJ00"";""      95"""
"164163;""CR26  "";""CR08  "";""2014JJ00"";""      77"""
"164164;""CR26  "";""CR08  "";""2015JJ00"";""      91"""
"164165;""CR26  "";""CR08  "";""2016JJ00"";""      92"""
"164166;""CR26  "";""CR08  "";""2017JJ00"";""     116"""
"164167;""CR26  "";""CR08  "";""2018JJ00"";""      96"""
"164168;""CR26  "";""CR09  "";""2011JJ00"";""      61"""
"164169;""CR26  "";""CR09  "";""2012JJ00"";""      69"""
"164170;""CR26  "";""CR09  "";""2013JJ00"";""      63"""
"164171;""CR26  "";""CR09  "";""2014JJ00"";""      59"""
"164172;""CR26  "";""CR09  "";""2015JJ00"";""      55"""
"164173;""CR26  "";""CR09  "";""2016JJ00"";""      68"""
"164174;""CR26  "";""CR09  "";""2017JJ00"";""      70"""
"164175;""CR26  "";""CR09  "";""2018JJ00"";""      84"""
"164176;""CR26  "";""CR10  "";""2011JJ00"";""     164"""
"164177;""CR26  "";""CR10  "";""2012JJ00"";""     169"""
"164178;""CR26  "";""CR10  "";""2013JJ00"";""     179"""
"164179;""CR26  "";""CR10  "";""2014JJ00"";""     191"""
"164180;""CR26  "";""CR10  "";""2015JJ00"";""     180"""
"164181;""CR26  "";""CR10  "";""2016JJ00"";""     169"""
"164182;""CR26  "";""CR10  "";""2017JJ00"";""     203"""
"164183;""CR26  "";""CR10  "";""2018JJ00"";""     167"""
"164184;""CR26  "";""CR11  "";""2011JJ00"";""      94"""
"164185;""CR26  "";""CR11  "";""2012JJ00"";""     104"""
"164186;""CR26  "";""CR11  "";""2013JJ00"";""     106"""
"164187;""CR26  "";""CR11  "";""2014JJ00"";""      88"""
"164188;""CR26  "";""CR11  "";""2015JJ00"";""     116"""
"164189;""CR26  "";""CR11  "";""2016JJ00"";""     113"""
"164190;""CR26  "";""CR11  "";""2017JJ00"";""     141"""
"164191;""CR26  "";""CR11  "";""2018JJ00"";""     120"""
"164192;""CR26  "";""CR12  "";""2011JJ00"";""     354"""
"164193;""CR26  "";""CR12  "";""2012JJ00"";""     319"""
"164194;""CR26  "";""CR12  "";""2013JJ00"";""     304"""
"164195;""CR26  "";""CR12  "";""2014JJ00"";""     276"""
"164196;""CR26  "";""CR12  "";""2015JJ00"";""     313"""
"164197;""CR26  "";""CR12  "";""2016JJ00"";""     341"""
"164198;""CR26  "";""CR12  "";""2017JJ00"";""     318"""
"164199;""CR26  "";""CR12  "";""2018JJ00"";""     298"""
"164200;""CR26  "";""CR13  "";""2011JJ00"";""     387"""
"164201;""CR26  "";""CR13  "";""2012JJ00"";""     371"""
"164202;""CR26  "";""CR13  "";""2013JJ00"";""     429"""
"164203;""CR26  "";""CR13  "";""2014JJ00"";""     422"""
"164204;""CR26  "";""CR13  "";""2015JJ00"";""     431"""
"164205;""CR26  "";""CR13  "";""2016JJ00"";""     477"""
"164206;""CR26  "";""CR13  "";""2017JJ00"";""     501"""
"164207;""CR26  "";""CR13  "";""2018JJ00"";""     498"""
"164208;""CR26  "";""CR14  "";""2011JJ00"";""     199"""
"164209;""CR26  "";""CR14  "";""2012JJ00"";""     197"""
"164210;""CR26  "";""CR14  "";""2013JJ00"";""     176"""
"164211;""CR26  "";""CR14  "";""2014JJ00"";""     199"""
"164212;""CR26  "";""CR14  "";""2015JJ00"";""     199"""
"164213;""CR26  "";""CR14  "";""2016JJ00"";""     284"""
"164214;""CR26  "";""CR14  "";""2017JJ00"";""     298"""
"164215;""CR26  "";""CR14  "";""2018JJ00"";""     224"""
"164216;""CR26  "";""CR15  "";""2011JJ00"";""     465"""
"164217;""CR26  "";""CR15  "";""2012JJ00"";""     459"""
"164218;""CR26  "";""CR15  "";""2013JJ00"";""     481"""
"164219;""CR26  "";""CR15  "";""2014JJ00"";""     479"""
"164220;""CR26  "";""CR15  "";""2015JJ00"";""     474"""
"164221;""CR26  "";""CR15  "";""2016JJ00"";""     586"""
"164222;""CR26  "";""CR15  "";""2017JJ00"";""     624"""
"164223;""CR26  "";""CR15  "";""2018JJ00"";""     547"""
"164224;""CR26  "";""CR16  "";""2011JJ00"";""     100"""
"164225;""CR26  "";""CR16  "";""2012JJ00"";""     108"""
"164226;""CR26  "";""CR16  "";""2013JJ00"";""      81"""
"164227;""CR26  "";""CR16  "";""2014JJ00"";""      85"""
"164228;""CR26  "";""CR16  "";""2015JJ00"";""      87"""
"164229;""CR26  "";""CR16  "";""2016JJ00"";""     151"""
"164230;""CR26  "";""CR16  "";""2017JJ00"";""     118"""
"164231;""CR26  "";""CR16  "";""2018JJ00"";""     131"""
"164232;""CR26  "";""CR17  "";""2011JJ00"";""    1299"""
"164233;""CR26  "";""CR17  "";""2012JJ00"";""    1258"""
"164234;""CR26  "";""CR17  "";""2013JJ00"";""    1383"""
"164235;""CR26  "";""CR17  "";""2014JJ00"";""    1446"""
"164236;""CR26  "";""CR17  "";""2015JJ00"";""    1635"""
"164237;""CR26  "";""CR17  "";""2016JJ00"";""    1763"""
"164238;""CR26  "";""CR17  "";""2017JJ00"";""    1585"""
"164239;""CR26  "";""CR17  "";""2018JJ00"";""    1568"""
"164240;""CR26  "";""CR18  "";""2011JJ00"";""     237"""
"164241;""CR26  "";""CR18  "";""2012JJ00"";""     204"""
"164242;""CR26  "";""CR18  "";""2013JJ00"";""     215"""
"164243;""CR26  "";""CR18  "";""2014JJ00"";""     182"""
"164244;""CR26  "";""CR18  "";""2015JJ00"";""     204"""
"164245;""CR26  "";""CR18  "";""2016JJ00"";""     221"""
"164246;""CR26  "";""CR18  "";""2017JJ00"";""     246"""
"164247;""CR26  "";""CR18  "";""2018JJ00"";""     204"""
"164248;""CR26  "";""CR19  "";""2011JJ00"";""     151"""
"164249;""CR26  "";""CR19  "";""2012JJ00"";""     147"""
"164250;""CR26  "";""CR19  "";""2013JJ00"";""     190"""
"164251;""CR26  "";""CR19  "";""2014JJ00"";""     165"""
"164252;""CR26  "";""CR19  "";""2015JJ00"";""     165"""
"164253;""CR26  "";""CR19  "";""2016JJ00"";""     215"""
"164254;""CR26  "";""CR19  "";""2017JJ00"";""     201"""
"164255;""CR26  "";""CR19  "";""2018JJ00"";""     153"""
"164256;""CR26  "";""CR20  "";""2011JJ00"";""      91"""
"164257;""CR26  "";""CR20  "";""2012JJ00"";""      79"""
"164258;""CR26  "";""CR20  "";""2013JJ00"";""      88"""
"164259;""CR26  "";""CR20  "";""2014JJ00"";""     118"""
"164260;""CR26  "";""CR20  "";""2015JJ00"";""     125"""
"164261;""CR26  "";""CR20  "";""2016JJ00"";""     145"""
"164262;""CR26  "";""CR20  "";""2017JJ00"";""     121"""
"164263;""CR26  "";""CR20  "";""2018JJ00"";""     113"""
"164264;""CR26  "";""CR21  "";""2011JJ00"";""     212"""
"164265;""CR26  "";""CR21  "";""2012JJ00"";""     242"""
"164266;""CR26  "";""CR21  "";""2013JJ00"";""     241"""
"164267;""CR26  "";""CR21  "";""2014JJ00"";""     300"""
"164268;""CR26  "";""CR21  "";""2015JJ00"";""     272"""
"164269;""CR26  "";""CR21  "";""2016JJ00"";""     320"""
"164270;""CR26  "";""CR21  "";""2017JJ00"";""     328"""
"164271;""CR26  "";""CR21  "";""2018JJ00"";""     311"""
"164272;""CR26  "";""CR22  "";""2011JJ00"";""      78"""
"164273;""CR26  "";""CR22  "";""2012JJ00"";""      78"""
"164274;""CR26  "";""CR22  "";""2013JJ00"";""      93"""
"164275;""CR26  "";""CR22  "";""2014JJ00"";""      92"""
"164276;""CR26  "";""CR22  "";""2015JJ00"";""     116"""
"164277;""CR26  "";""CR22  "";""2016JJ00"";""      95"""
"164278;""CR26  "";""CR22  "";""2017JJ00"";""     125"""
"164279;""CR26  "";""CR22  "";""2018JJ00"";""     109"""
"164280;""CR26  "";""CR23  "";""2011JJ00"";""    1873"""
"164281;""CR26  "";""CR23  "";""2012JJ00"";""    1971"""
"164282;""CR26  "";""CR23  "";""2013JJ00"";""    2071"""
"164283;""CR26  "";""CR23  "";""2014JJ00"";""    2311"""
"164284;""CR26  "";""CR23  "";""2015JJ00"";""    2357"""
"164285;""CR26  "";""CR23  "";""2016JJ00"";""    2598"""
"164286;""CR26  "";""CR23  "";""2017JJ00"";""    2741"""
"164287;""CR26  "";""CR23  "";""2018JJ00"";""    2836"""
"164288;""CR26  "";""CR24  "";""2011JJ00"";""     226"""
"164289;""CR26  "";""CR24  "";""2012JJ00"";""     202"""
"164290;""CR26  "";""CR24  "";""2013JJ00"";""     197"""
"164291;""CR26  "";""CR24  "";""2014JJ00"";""     177"""
"164292;""CR26  "";""CR24  "";""2015JJ00"";""     201"""
"164293;""CR26  "";""CR24  "";""2016JJ00"";""     211"""
"164294;""CR26  "";""CR24  "";""2017JJ00"";""     226"""
"164295;""CR26  "";""CR24  "";""2018JJ00"";""     265"""
"164296;""CR26  "";""CR25  "";""2011JJ00"";""    2063"""
"164297;""CR26  "";""CR25  "";""2012JJ00"";""    2062"""
"164298;""CR26  "";""CR25  "";""2013JJ00"";""    2096"""
"164299;""CR26  "";""CR25  "";""2014JJ00"";""    2240"""
"164300;""CR26  "";""CR25  "";""2015JJ00"";""    2334"""
"164301;""CR26  "";""CR25  "";""2016JJ00"";""    2628"""
"164302;""CR26  "";""CR25  "";""2017JJ00"";""    2510"""
"164303;""CR26  "";""CR25  "";""2018JJ00"";""    2344"""
"164304;""CR26  "";""CR26  "";""2011JJ00"";""   11900"""
"164305;""CR26  "";""CR26  "";""2012JJ00"";""   12200"""
"164306;""CR26  "";""CR26  "";""2013JJ00"";""   12084"""
"164307;""CR26  "";""CR26  "";""2014JJ00"";""   13024"""
"164308;""CR26  "";""CR26  "";""2015JJ00"";""   13782"""
"164309;""CR26  "";""CR26  "";""2016JJ00"";""   14902"""
"164310;""CR26  "";""CR26  "";""2017JJ00"";""   15089"""
"164311;""CR26  "";""CR26  "";""2018JJ00"";""   14221"""
"164312;""CR26  "";""CR27  "";""2011JJ00"";""    3177"""
"164313;""CR26  "";""CR27  "";""2012JJ00"";""    3196"""
"164314;""CR26  "";""CR27  "";""2013JJ00"";""    3250"""
"164315;""CR26  "";""CR27  "";""2014JJ00"";""    3383"""
"164316;""CR26  "";""CR27  "";""2015JJ00"";""    3474"""
"164317;""CR26  "";""CR27  "";""2016JJ00"";""    3941"""
"164318;""CR26  "";""CR27  "";""2017JJ00"";""    3817"""
"164319;""CR26  "";""CR27  "";""2018JJ00"";""    3806"""
"164320;""CR26  "";""CR28  "";""2011JJ00"";""     818"""
"164321;""CR26  "";""CR28  "";""2012JJ00"";""     804"""
"164322;""CR26  "";""CR28  "";""2013JJ00"";""     814"""
"164323;""CR26  "";""CR28  "";""2014JJ00"";""     811"""
"164324;""CR26  "";""CR28  "";""2015JJ00"";""     835"""
"164325;""CR26  "";""CR28  "";""2016JJ00"";""     861"""
"164326;""CR26  "";""CR28  "";""2017JJ00"";""     909"""
"164327;""CR26  "";""CR28  "";""2018JJ00"";""     854"""
"164328;""CR26  "";""CR29  "";""2011JJ00"";""    3238"""
"164329;""CR26  "";""CR29  "";""2012JJ00"";""    3199"""
"164330;""CR26  "";""CR29  "";""2013JJ00"";""    3488"""
"164331;""CR26  "";""CR29  "";""2014JJ00"";""    3524"""
"164332;""CR26  "";""CR29  "";""2015JJ00"";""    3732"""
"164333;""CR26  "";""CR29  "";""2016JJ00"";""    3939"""
"164334;""CR26  "";""CR29  "";""2017JJ00"";""    4296"""
"164335;""CR26  "";""CR29  "";""2018JJ00"";""    4320"""
"164336;""CR26  "";""CR30  "";""2011JJ00"";""     385"""
"164337;""CR26  "";""CR30  "";""2012JJ00"";""     365"""
"164338;""CR26  "";""CR30  "";""2013JJ00"";""     404"""
"164339;""CR26  "";""CR30  "";""2014JJ00"";""     363"""
"164340;""CR26  "";""CR30  "";""2015JJ00"";""     390"""
"164341;""CR26  "";""CR30  "";""2016JJ00"";""     398"""
"164342;""CR26  "";""CR30  "";""2017JJ00"";""     471"""
"164343;""CR26  "";""CR30  "";""2018JJ00"";""     358"""
"164344;""CR26  "";""CR31  "";""2011JJ00"";""      78"""
"164345;""CR26  "";""CR31  "";""2012JJ00"";""      59"""
"164346;""CR26  "";""CR31  "";""2013JJ00"";""      49"""
"164347;""CR26  "";""CR31  "";""2014JJ00"";""      63"""
"164348;""CR26  "";""CR31  "";""2015JJ00"";""      67"""
"164349;""CR26  "";""CR31  "";""2016JJ00"";""      90"""
"164350;""CR26  "";""CR31  "";""2017JJ00"";""      61"""
"164351;""CR26  "";""CR31  "";""2018JJ00"";""      60"""
"164352;""CR26  "";""CR32  "";""2011JJ00"";""     293"""
"164353;""CR26  "";""CR32  "";""2012JJ00"";""     263"""
"164354;""CR26  "";""CR32  "";""2013JJ00"";""     289"""
"164355;""CR26  "";""CR32  "";""2014JJ00"";""     279"""
"164356;""CR26  "";""CR32  "";""2015JJ00"";""     282"""
"164357;""CR26  "";""CR32  "";""2016JJ00"";""     266"""
"164358;""CR26  "";""CR32  "";""2017JJ00"";""     285"""
"164359;""CR26  "";""CR32  "";""2018JJ00"";""     252"""
"164360;""CR26  "";""CR33  "";""2011JJ00"";""     430"""
"164361;""CR26  "";""CR33  "";""2012JJ00"";""     447"""
"164362;""CR26  "";""CR33  "";""2013JJ00"";""     461"""
"164363;""CR26  "";""CR33  "";""2014JJ00"";""     486"""
"164364;""CR26  "";""CR33  "";""2015JJ00"";""     521"""
"164365;""CR26  "";""CR33  "";""2016JJ00"";""     482"""
"164366;""CR26  "";""CR33  "";""2017JJ00"";""     481"""
"164367;""CR26  "";""CR33  "";""2018JJ00"";""     430"""
"164368;""CR26  "";""CR34  "";""2011JJ00"";""     256"""
"164369;""CR26  "";""CR34  "";""2012JJ00"";""     289"""
"164370;""CR26  "";""CR34  "";""2013JJ00"";""     286"""
"164371;""CR26  "";""CR34  "";""2014JJ00"";""     286"""
"164372;""CR26  "";""CR34  "";""2015JJ00"";""     341"""
"164373;""CR26  "";""CR34  "";""2016JJ00"";""     342"""
"164374;""CR26  "";""CR34  "";""2017JJ00"";""     360"""
"164375;""CR26  "";""CR34  "";""2018JJ00"";""     352"""
"164376;""CR26  "";""CR35  "";""2011JJ00"";""     279"""
"164377;""CR26  "";""CR35  "";""2012JJ00"";""     259"""
"164378;""CR26  "";""CR35  "";""2013JJ00"";""     270"""
"164379;""CR26  "";""CR35  "";""2014JJ00"";""     253"""
"164380;""CR26  "";""CR35  "";""2015JJ00"";""     319"""
"164381;""CR26  "";""CR35  "";""2016JJ00"";""     353"""
"164382;""CR26  "";""CR35  "";""2017JJ00"";""     299"""
"164383;""CR26  "";""CR35  "";""2018JJ00"";""     282"""
"164384;""CR26  "";""CR36  "";""2011JJ00"";""     417"""
"164385;""CR26  "";""CR36  "";""2012JJ00"";""     384"""
"164386;""CR26  "";""CR36  "";""2013JJ00"";""     381"""
"164387;""CR26  "";""CR36  "";""2014JJ00"";""     426"""
"164388;""CR26  "";""CR36  "";""2015JJ00"";""     470"""
"164389;""CR26  "";""CR36  "";""2016JJ00"";""     478"""
"164390;""CR26  "";""CR36  "";""2017JJ00"";""     450"""
"164391;""CR26  "";""CR36  "";""2018JJ00"";""     427"""
"164392;""CR26  "";""CR37  "";""2011JJ00"";""     105"""
"164393;""CR26  "";""CR37  "";""2012JJ00"";""     128"""
"164394;""CR26  "";""CR37  "";""2013JJ00"";""     114"""
"164395;""CR26  "";""CR37  "";""2014JJ00"";""      94"""
"164396;""CR26  "";""CR37  "";""2015JJ00"";""     116"""
"164397;""CR26  "";""CR37  "";""2016JJ00"";""     126"""
"164398;""CR26  "";""CR37  "";""2017JJ00"";""     170"""
"164399;""CR26  "";""CR37  "";""2018JJ00"";""      91"""
"164400;""CR26  "";""CR38  "";""2011JJ00"";""      92"""
"164401;""CR26  "";""CR38  "";""2012JJ00"";""     100"""
"164402;""CR26  "";""CR38  "";""2013JJ00"";""      87"""
"164403;""CR26  "";""CR38  "";""2014JJ00"";""     107"""
"164404;""CR26  "";""CR38  "";""2015JJ00"";""     110"""
"164405;""CR26  "";""CR38  "";""2016JJ00"";""     113"""
"164406;""CR26  "";""CR38  "";""2017JJ00"";""     104"""
"164407;""CR26  "";""CR38  "";""2018JJ00"";""      75"""
"164408;""CR26  "";""CR39  "";""2011JJ00"";""     315"""
"164409;""CR26  "";""CR39  "";""2012JJ00"";""     360"""
"164410;""CR26  "";""CR39  "";""2013JJ00"";""     331"""
"164411;""CR26  "";""CR39  "";""2014JJ00"";""     352"""
"164412;""CR26  "";""CR39  "";""2015JJ00"";""     312"""
"164413;""CR26  "";""CR39  "";""2016JJ00"";""     376"""
"164414;""CR26  "";""CR39  "";""2017JJ00"";""     374"""
"164415;""CR26  "";""CR39  "";""2018JJ00"";""     305"""
"164416;""CR26  "";""CR40  "";""2011JJ00"";""     406"""
"164417;""CR26  "";""CR40  "";""2012JJ00"";""     385"""
"164418;""CR26  "";""CR40  "";""2013JJ00"";""     368"""
"164419;""CR26  "";""CR40  "";""2014JJ00"";""     539"""
"164420;""CR26  "";""CR40  "";""2015JJ00"";""     618"""
"164421;""CR26  "";""CR40  "";""2016JJ00"";""     571"""
"164422;""CR26  "";""CR40  "";""2017JJ00"";""     443"""
"164423;""CR26  "";""CR40  "";""2018JJ00"";""     402"""
