from_id,to_id,from,to,jobs,distance
38,26,Midden-Limburg (CR),Agglomeratie 's-Gravenhage (CR),0.4,164
40,6,Flevoland (CR),Zuidoost-Friesland (CR),0.4,57.1
40,9,Flevoland (CR),Zuidwest-Drenthe (CR),0.4,59.6
40,28,Flevoland (CR),Oost-Zuid-Holland (CR),0.4,75.3
40,30,Flevoland (CR),Zuidoost-Zuid-Holland (CR),0.4,104.9
3,15,Overig Groningen (CR),Arnhem/Nijmegen (CR),0.5,168.1
4,7,Noord-Friesland (CR),Noord-Drenthe (CR),0.5,61.1
5,13,Zuidwest-Friesland (CR),Veluwe (CR),0.5,92.4
5,17,Zuidwest-Friesland (CR),Utrecht (CR),0.5,125.5
7,2,Noord-Drenthe (CR),Delfzijl en omgeving (CR),0.5,45.1
7,23,Noord-Drenthe (CR),Groot-Amsterdam (CR),0.5,162.6
8,23,Zuidoost-Drenthe (CR),Groot-Amsterdam (CR),0.5,164.6
9,23,Zuidwest-Drenthe (CR),Groot-Amsterdam (CR),0.5,127.3
10,5,Noord-Overijssel (CR),Zuidwest-Friesland (CR),0.5,56.3
10,35,Noord-Overijssel (CR),Noordoost-Noord-Brabant (CR),0.5,127.5
11,35,Zuidwest-Overijssel (CR),Noordoost-Noord-Brabant (CR),0.5,101.9
11,36,Zuidwest-Overijssel (CR),Zuidoost-Noord-Brabant (CR),0.5,122.8
12,35,Twente (CR),Noordoost-Noord-Brabant (CR),0.5,129.7
13,4,Veluwe (CR),Noord-Friesland (CR),0.5,129.3
14,34,Achterhoek (CR),Midden-Noord-Brabant (CR),0.5,123.9
16,28,Zuidwest-Gelderland (CR),Oost-Zuid-Holland (CR),0.5,56.3
17,3,Utrecht (CR),Overig Groningen (CR),0.5,176.5
17,18,Utrecht (CR),Kop van Noord-Holland (CR),0.5,90
19,24,Alkmaar en omgeving (CR),Het Gooi en Vechtstreek (CR),0.5,62.9
19,26,Alkmaar en omgeving (CR),Agglomeratie 's-Gravenhage (CR),0.5,77.3
20,24,IJmond (CR),Het Gooi en Vechtstreek (CR),0.5,50.4
22,26,Zaanstreek (CR),Agglomeratie 's-Gravenhage (CR),0.5,62.1
23,10,Groot-Amsterdam (CR),Noord-Overijssel (CR),0.5,102.4
24,22,Het Gooi en Vechtstreek (CR),Zaanstreek (CR),0.5,36.9
24,36,Het Gooi en Vechtstreek (CR),Zuidoost-Noord-Brabant (CR),0.5,105.1
25,32,Agglomeratie Leiden en Bollenstreek (CR),Overig Zeeland (CR),0.5,113
26,40,Agglomeratie 's-Gravenhage (CR),Flevoland (CR),0.5,92.6
28,21,Oost-Zuid-Holland (CR),Agglomeratie Haarlem (CR),0.5,37.8
29,14,Groot-Rijnmond (CR),Achterhoek (CR),0.5,146.9
30,15,Zuidoost-Zuid-Holland (CR),Arnhem/Nijmegen (CR),0.5,82.7
32,27,Overig Zeeland (CR),Delft en Westland (CR),0.5,87.4
34,31,Midden-Noord-Brabant (CR),Zeeuwsch-Vlaanderen (CR),0.5,129.5
35,12,Noordoost-Noord-Brabant (CR),Twente (CR),0.5,122.5
35,25,Noordoost-Noord-Brabant (CR),Agglomeratie Leiden en Bollenstreek (CR),0.5,101.1
35,28,Noordoost-Noord-Brabant (CR),Oost-Zuid-Holland (CR),0.5,80.1
36,12,Zuidoost-Noord-Brabant (CR),Twente (CR),0.5,146.2
39,30,Zuid-Limburg (CR),Zuidoost-Zuid-Holland (CR),0.5,161.2
39,32,Zuid-Limburg (CR),Overig Zeeland (CR),0.5,226.8
40,3,Flevoland (CR),Overig Groningen (CR),0.5,122.7
40,16,Flevoland (CR),Zuidwest-Gelderland (CR),0.5,78.5
40,18,Flevoland (CR),Kop van Noord-Holland (CR),0.5,62.7
40,19,Flevoland (CR),Alkmaar en omgeving (CR),0.5,69.9
40,21,Flevoland (CR),Agglomeratie Haarlem (CR),0.5,57.3
40,25,Flevoland (CR),Agglomeratie Leiden en Bollenstreek (CR),0.5,77.1
1,12,Oost-Groningen (CR),Twente (CR),0.6,100.3
3,36,Overig Groningen (CR),Zuidoost-Noord-Brabant (CR),0.6,238.8
3,40,Overig Groningen (CR),Flevoland (CR),0.6,119.1
4,40,Noord-Friesland (CR),Flevoland (CR),0.6,91
6,8,Zuidoost-Friesland (CR),Zuidoost-Drenthe (CR),0.6,63.1
8,13,Zuidoost-Drenthe (CR),Veluwe (CR),0.6,107
8,17,Zuidoost-Drenthe (CR),Utrecht (CR),0.6,151.9
10,4,Noord-Overijssel (CR),Noord-Friesland (CR),0.6,82
12,33,Twente (CR),West-Noord-Brabant (CR),0.6,186.5
12,39,Twente (CR),Zuid-Limburg (CR),0.6,213.3
13,28,Veluwe (CR),Oost-Zuid-Holland (CR),0.6,83.6
17,19,Utrecht (CR),Alkmaar en omgeving (CR),0.6,75.4
18,26,Kop van Noord-Holland (CR),Agglomeratie 's-Gravenhage (CR),0.6,99.6
18,27,Kop van Noord-Holland (CR),Delft en Westland (CR),0.6,117.9
20,26,IJmond (CR),Agglomeratie 's-Gravenhage (CR),0.6,57.5
24,15,Het Gooi en Vechtstreek (CR),Arnhem/Nijmegen (CR),0.6,73.8
24,21,Het Gooi en Vechtstreek (CR),Agglomeratie Haarlem (CR),0.6,46.3
24,25,Het Gooi en Vechtstreek (CR),Agglomeratie Leiden en Bollenstreek (CR),0.6,54.5
25,13,Agglomeratie Leiden en Bollenstreek (CR),Veluwe (CR),0.6,104.5
25,36,Agglomeratie Leiden en Bollenstreek (CR),Zuidoost-Noord-Brabant (CR),0.6,129.7
25,40,Agglomeratie Leiden en Bollenstreek (CR),Flevoland (CR),0.6,69.9
28,13,Oost-Zuid-Holland (CR),Veluwe (CR),0.6,79.7
28,35,Oost-Zuid-Holland (CR),Noordoost-Noord-Brabant (CR),0.6,86.1
28,36,Oost-Zuid-Holland (CR),Zuidoost-Noord-Brabant (CR),0.6,103.8
29,21,Groot-Rijnmond (CR),Agglomeratie Haarlem (CR),0.6,65.3
30,24,Zuidoost-Zuid-Holland (CR),Het Gooi en Vechtstreek (CR),0.6,61.7
33,14,West-Noord-Brabant (CR),Achterhoek (CR),0.6,147.3
34,37,Midden-Noord-Brabant (CR),Noord-Limburg (CR),0.6,80.4
35,24,Noordoost-Noord-Brabant (CR),Het Gooi en Vechtstreek (CR),0.6,76.4
36,28,Zuidoost-Noord-Brabant (CR),Oost-Zuid-Holland (CR),0.6,104.3
37,26,Noord-Limburg (CR),Agglomeratie 's-Gravenhage (CR),0.6,160.8
38,15,Midden-Limburg (CR),Arnhem/Nijmegen (CR),0.6,92.8
39,14,Zuid-Limburg (CR),Achterhoek (CR),0.6,170.2
40,5,Flevoland (CR),Zuidwest-Friesland (CR),0.6,35.4
40,22,Flevoland (CR),Zaanstreek (CR),0.6,46.4
40,33,Flevoland (CR),West-Noord-Brabant (CR),0.6,122.3
40,39,Flevoland (CR),Zuid-Limburg (CR),0.6,202.5
1,9,Oost-Groningen (CR),Zuidwest-Drenthe (CR),0.7,63.9
5,9,Zuidwest-Friesland (CR),Zuidwest-Drenthe (CR),0.7,58.7
5,23,Zuidwest-Friesland (CR),Groot-Amsterdam (CR),0.7,117.4
6,13,Zuidoost-Friesland (CR),Veluwe (CR),0.7,105.2
6,17,Zuidoost-Friesland (CR),Utrecht (CR),0.7,134.9
6,23,Zuidoost-Friesland (CR),Groot-Amsterdam (CR),0.7,135.1
7,4,Noord-Drenthe (CR),Noord-Friesland (CR),0.7,60.6
7,17,Noord-Drenthe (CR),Utrecht (CR),0.7,155.5
9,11,Zuidwest-Drenthe (CR),Zuidwest-Overijssel (CR),0.7,58.5
9,17,Zuidwest-Drenthe (CR),Utrecht (CR),0.7,116.9
9,40,Zuidwest-Drenthe (CR),Flevoland (CR),0.7,63.7
10,36,Noord-Overijssel (CR),Zuidoost-Noord-Brabant (CR),0.7,149.1
12,3,Twente (CR),Overig Groningen (CR),0.7,120.4
12,8,Twente (CR),Zuidoost-Drenthe (CR),0.7,62.9
12,9,Twente (CR),Zuidwest-Drenthe (CR),0.7,54.3
13,9,Veluwe (CR),Zuidwest-Drenthe (CR),0.7,68.1
13,30,Veluwe (CR),Zuidoost-Zuid-Holland (CR),0.7,91.1
16,24,Zuidwest-Gelderland (CR),Het Gooi en Vechtstreek (CR),0.7,49.2
17,11,Utrecht (CR),Zuidwest-Overijssel (CR),0.7,74.2
17,20,Utrecht (CR),IJmond (CR),0.7,63.4
17,22,Utrecht (CR),Zaanstreek (CR),0.7,52.5
19,29,Alkmaar en omgeving (CR),Groot-Rijnmond (CR),0.7,98.1
22,29,Zaanstreek (CR),Groot-Rijnmond (CR),0.7,79.1
23,3,Groot-Amsterdam (CR),Overig Groningen (CR),0.7,174.7
23,12,Groot-Amsterdam (CR),Twente (CR),0.7,146
23,16,Groot-Amsterdam (CR),Zuidwest-Gelderland (CR),0.7,70.7
25,24,Agglomeratie Leiden en Bollenstreek (CR),Het Gooi en Vechtstreek (CR),0.7,53.8
25,34,Agglomeratie Leiden en Bollenstreek (CR),Midden-Noord-Brabant (CR),0.7,95.4
26,13,Agglomeratie 's-Gravenhage (CR),Veluwe (CR),0.7,105.1
27,33,Delft en Westland (CR),West-Noord-Brabant (CR),0.7,67.1
27,34,Delft en Westland (CR),Midden-Noord-Brabant (CR),0.7,84.7
28,24,Oost-Zuid-Holland (CR),Het Gooi en Vechtstreek (CR),0.7,47.1
28,33,Oost-Zuid-Holland (CR),West-Noord-Brabant (CR),0.7,63.4
29,12,Groot-Rijnmond (CR),Twente (CR),0.7,183.4
29,39,Groot-Rijnmond (CR),Zuid-Limburg (CR),0.7,183.3
29,40,Groot-Rijnmond (CR),Flevoland (CR),0.7,101.4
30,13,Zuidoost-Zuid-Holland (CR),Veluwe (CR),0.7,88.1
31,26,Zeeuwsch-Vlaanderen (CR),Agglomeratie 's-Gravenhage (CR),0.7,141.9
32,35,Overig Zeeland (CR),Noordoost-Noord-Brabant (CR),0.7,134.3
33,16,West-Noord-Brabant (CR),Zuidwest-Gelderland (CR),0.7,62.2
34,14,Midden-Noord-Brabant (CR),Achterhoek (CR),0.7,114.6
34,27,Midden-Noord-Brabant (CR),Delft en Westland (CR),0.7,82
36,14,Zuidoost-Noord-Brabant (CR),Achterhoek (CR),0.7,110.5
36,24,Zuidoost-Noord-Brabant (CR),Het Gooi en Vechtstreek (CR),0.7,106.7
37,23,Noord-Limburg (CR),Groot-Amsterdam (CR),0.7,149.7
38,23,Midden-Limburg (CR),Groot-Amsterdam (CR),0.7,160.2
40,37,Flevoland (CR),Noord-Limburg (CR),0.7,134.4
1,10,Oost-Groningen (CR),Noord-Overijssel (CR),0.8,91.9
3,29,Overig Groningen (CR),Groot-Rijnmond (CR),0.8,235.4
4,29,Noord-Friesland (CR),Groot-Rijnmond (CR),0.8,201.4
10,14,Noord-Overijssel (CR),Achterhoek (CR),0.8,63
10,29,Noord-Overijssel (CR),Groot-Rijnmond (CR),0.8,156.3
11,23,Zuidwest-Overijssel (CR),Groot-Amsterdam (CR),0.8,107.1
14,40,Achterhoek (CR),Flevoland (CR),0.8,94.3
15,24,Arnhem/Nijmegen (CR),Het Gooi en Vechtstreek (CR),0.8,74.1
17,37,Utrecht (CR),Noord-Limburg (CR),0.8,99.2
18,40,Kop van Noord-Holland (CR),Flevoland (CR),0.8,61
20,25,IJmond (CR),Agglomeratie Leiden en Bollenstreek (CR),0.8,36.6
23,39,Groot-Amsterdam (CR),Zuid-Limburg (CR),0.8,198.7
25,33,Agglomeratie Leiden en Bollenstreek (CR),West-Noord-Brabant (CR),0.8,88.8
26,15,Agglomeratie 's-Gravenhage (CR),Arnhem/Nijmegen (CR),0.8,118.7
26,21,Agglomeratie 's-Gravenhage (CR),Agglomeratie Haarlem (CR),0.8,44.5
26,32,Agglomeratie 's-Gravenhage (CR),Overig Zeeland (CR),0.8,94.5
31,30,Zeeuwsch-Vlaanderen (CR),Zuidoost-Zuid-Holland (CR),0.8,128.5
33,13,West-Noord-Brabant (CR),Veluwe (CR),0.8,112.7
33,15,West-Noord-Brabant (CR),Arnhem/Nijmegen (CR),0.8,105.5
33,39,West-Noord-Brabant (CR),Zuid-Limburg (CR),0.8,142.6
36,27,Zuidoost-Noord-Brabant (CR),Delft en Westland (CR),0.8,117.3
39,26,Zuid-Limburg (CR),Agglomeratie 's-Gravenhage (CR),0.8,202.4
40,35,Flevoland (CR),Noordoost-Noord-Brabant (CR),0.8,107.2
3,12,Overig Groningen (CR),Twente (CR),0.9,121.9
4,13,Noord-Friesland (CR),Veluwe (CR),0.9,135.2
4,18,Noord-Friesland (CR),Kop van Noord-Holland (CR),0.9,87.1
5,10,Zuidwest-Friesland (CR),Noord-Overijssel (CR),0.9,62.7
12,29,Twente (CR),Groot-Rijnmond (CR),0.9,178.7
13,34,Veluwe (CR),Midden-Noord-Brabant (CR),0.9,103.5
14,29,Achterhoek (CR),Groot-Rijnmond (CR),0.9,145.8
14,38,Achterhoek (CR),Midden-Limburg (CR),0.9,140.7
15,30,Arnhem/Nijmegen (CR),Zuidoost-Zuid-Holland (CR),0.9,82.6
18,24,Kop van Noord-Holland (CR),Het Gooi en Vechtstreek (CR),0.9,74.8
20,29,IJmond (CR),Groot-Rijnmond (CR),0.9,78.2
21,24,Agglomeratie Haarlem (CR),Het Gooi en Vechtstreek (CR),0.9,45.2
22,24,Zaanstreek (CR),Het Gooi en Vechtstreek (CR),0.9,39.8
26,35,Agglomeratie 's-Gravenhage (CR),Noordoost-Noord-Brabant (CR),0.9,100.2
29,31,Groot-Rijnmond (CR),Zeeuwsch-Vlaanderen (CR),0.9,113.4
32,36,Overig Zeeland (CR),Zuidoost-Noord-Brabant (CR),0.9,134.5
35,31,Noordoost-Noord-Brabant (CR),Zeeuwsch-Vlaanderen (CR),0.9,178.6
35,38,Noordoost-Noord-Brabant (CR),Midden-Limburg (CR),0.9,64.9
37,17,Noord-Limburg (CR),Utrecht (CR),0.9,106.6
37,29,Noord-Limburg (CR),Groot-Rijnmond (CR),0.9,142.6
37,33,Noord-Limburg (CR),West-Noord-Brabant (CR),0.9,109.1
38,17,Midden-Limburg (CR),Utrecht (CR),0.9,125.9
40,11,Flevoland (CR),Zuidwest-Overijssel (CR),0.9,63.1
40,26,Flevoland (CR),Agglomeratie 's-Gravenhage (CR),0.9,89.8
40,34,Flevoland (CR),Midden-Noord-Brabant (CR),0.9,118.6
2,1,Delfzijl en omgeving (CR),Oost-Groningen (CR),1,31.9
3,13,Overig Groningen (CR),Veluwe (CR),1,139.2
4,17,Noord-Friesland (CR),Utrecht (CR),1,158.9
7,12,Noord-Drenthe (CR),Twente (CR),1,93.3
9,6,Zuidwest-Drenthe (CR),Zuidoost-Friesland (CR),1,36.9
12,36,Twente (CR),Zuidoost-Noord-Brabant (CR),1,151.7
15,40,Arnhem/Nijmegen (CR),Flevoland (CR),1,83.8
17,12,Utrecht (CR),Twente (CR),1,116.9
21,18,Agglomeratie Haarlem (CR),Kop van Noord-Holland (CR),1,63.7
23,30,Groot-Amsterdam (CR),Zuidoost-Zuid-Holland (CR),1,74.1
24,29,Het Gooi en Vechtstreek (CR),Groot-Rijnmond (CR),1,73.7
25,20,Agglomeratie Leiden en Bollenstreek (CR),IJmond (CR),1,35.6
26,24,Agglomeratie 's-Gravenhage (CR),Het Gooi en Vechtstreek (CR),1,70.4
27,30,Delft en Westland (CR),Zuidoost-Zuid-Holland (CR),1,42.9
32,23,Overig Zeeland (CR),Groot-Amsterdam (CR),1,144.4
37,14,Noord-Limburg (CR),Achterhoek (CR),1,97.8
40,14,Flevoland (CR),Achterhoek (CR),1,89.5
2,7,Delfzijl en omgeving (CR),Noord-Drenthe (CR),1.1,47
3,5,Overig Groningen (CR),Zuidwest-Friesland (CR),1.1,69.4
6,40,Zuidoost-Friesland (CR),Flevoland (CR),1.1,59.9
13,38,Veluwe (CR),Midden-Limburg (CR),1.1,131.2
18,29,Kop van Noord-Holland (CR),Groot-Rijnmond (CR),1.1,119.4
21,19,Agglomeratie Haarlem (CR),Alkmaar en omgeving (CR),1.1,34.1
25,30,Agglomeratie Leiden en Bollenstreek (CR),Zuidoost-Zuid-Holland (CR),1.1,56.2
29,16,Groot-Rijnmond (CR),Zuidwest-Gelderland (CR),1.1,67.6
30,35,Zuidoost-Zuid-Holland (CR),Noordoost-Noord-Brabant (CR),1.1,52.9
31,33,Zeeuwsch-Vlaanderen (CR),West-Noord-Brabant (CR),1.1,101.2
32,34,Overig Zeeland (CR),Midden-Noord-Brabant (CR),1.1,99.1
33,27,West-Noord-Brabant (CR),Delft en Westland (CR),1.1,68.4
34,13,Midden-Noord-Brabant (CR),Veluwe (CR),1.1,102.9
34,15,Midden-Noord-Brabant (CR),Arnhem/Nijmegen (CR),1.1,76.1
34,39,Midden-Noord-Brabant (CR),Zuid-Limburg (CR),1.1,116.4
36,16,Zuidoost-Noord-Brabant (CR),Zuidwest-Gelderland (CR),1.1,56.2
36,30,Zuidoost-Noord-Brabant (CR),Zuidoost-Zuid-Holland (CR),1.1,83.5
38,13,Midden-Limburg (CR),Veluwe (CR),1.1,128.4
38,29,Midden-Limburg (CR),Groot-Rijnmond (CR),1.1,146.2
38,33,Midden-Limburg (CR),West-Noord-Brabant (CR),1.1,105.4
39,13,Zuid-Limburg (CR),Veluwe (CR),1.1,164.1
40,36,Flevoland (CR),Zuidoost-Noord-Brabant (CR),1.1,128.2
4,9,Noord-Friesland (CR),Zuidwest-Drenthe (CR),1.2,70.9
7,13,Noord-Drenthe (CR),Veluwe (CR),1.2,115.2
9,3,Zuidwest-Drenthe (CR),Overig Groningen (CR),1.2,62.7
9,12,Zuidwest-Drenthe (CR),Twente (CR),1.2,61.4
13,26,Veluwe (CR),Agglomeratie 's-Gravenhage (CR),1.2,106
13,33,Veluwe (CR),West-Noord-Brabant (CR),1.2,116.7
14,16,Achterhoek (CR),Zuidwest-Gelderland (CR),1.2,80
16,26,Zuidwest-Gelderland (CR),Agglomeratie 's-Gravenhage (CR),1.2,82.3
17,39,Utrecht (CR),Zuid-Limburg (CR),1.2,160.5
23,14,Groot-Amsterdam (CR),Achterhoek (CR),1.2,108.8
23,35,Groot-Amsterdam (CR),Noordoost-Noord-Brabant (CR),1.2,93.2
29,13,Groot-Rijnmond (CR),Veluwe (CR),1.2,106.1
30,25,Zuidoost-Zuid-Holland (CR),Agglomeratie Leiden en Bollenstreek (CR),1.2,54.3
30,36,Zuidoost-Zuid-Holland (CR),Zuidoost-Noord-Brabant (CR),1.2,79
33,25,West-Noord-Brabant (CR),Agglomeratie Leiden en Bollenstreek (CR),1.2,86.4
33,31,West-Noord-Brabant (CR),Zeeuwsch-Vlaanderen (CR),1.2,96.9
34,28,Midden-Noord-Brabant (CR),Oost-Zuid-Holland (CR),1.2,61.5
37,13,Noord-Limburg (CR),Veluwe (CR),1.2,98.1
4,10,Noord-Friesland (CR),Noord-Overijssel (CR),1.3,90.7
14,23,Achterhoek (CR),Groot-Amsterdam (CR),1.3,122.2
15,26,Arnhem/Nijmegen (CR),Agglomeratie 's-Gravenhage (CR),1.3,118.3
17,10,Utrecht (CR),Noord-Overijssel (CR),1.3,86.3
23,33,Groot-Amsterdam (CR),West-Noord-Brabant (CR),1.3,101.7
24,26,Het Gooi en Vechtstreek (CR),Agglomeratie 's-Gravenhage (CR),1.3,70.3
27,28,Delft en Westland (CR),Oost-Zuid-Holland (CR),1.3,35.5
30,27,Zuidoost-Zuid-Holland (CR),Delft en Westland (CR),1.3,41.7
32,17,Overig Zeeland (CR),Utrecht (CR),1.3,140.2
35,14,Noordoost-Noord-Brabant (CR),Achterhoek (CR),1.3,83.4
37,16,Noord-Limburg (CR),Zuidwest-Gelderland (CR),1.3,78.1
4,23,Noord-Friesland (CR),Groot-Amsterdam (CR),1.4,136
10,3,Noord-Overijssel (CR),Overig Groningen (CR),1.4,86.8
11,17,Zuidwest-Overijssel (CR),Utrecht (CR),1.4,77.1
14,10,Achterhoek (CR),Noord-Overijssel (CR),1.4,61.4
15,11,Arnhem/Nijmegen (CR),Zuidwest-Overijssel (CR),1.4,47
16,14,Zuidwest-Gelderland (CR),Achterhoek (CR),1.4,79.8
18,17,Kop van Noord-Holland (CR),Utrecht (CR),1.4,88.8
19,17,Alkmaar en omgeving (CR),Utrecht (CR),1.4,78.8
21,29,Agglomeratie Haarlem (CR),Groot-Rijnmond (CR),1.4,63.5
26,36,Agglomeratie 's-Gravenhage (CR),Zuidoost-Noord-Brabant (CR),1.4,124.3
36,13,Zuidoost-Noord-Brabant (CR),Veluwe (CR),1.4,97.2
3,17,Overig Groningen (CR),Utrecht (CR),1.5,177.7
8,12,Zuidoost-Drenthe (CR),Twente (CR),1.5,65.7
9,13,Zuidwest-Drenthe (CR),Veluwe (CR),1.5,70.3
10,7,Noord-Overijssel (CR),Noord-Drenthe (CR),1.5,57.9
14,35,Achterhoek (CR),Noordoost-Noord-Brabant (CR),1.5,91.2
14,36,Achterhoek (CR),Zuidoost-Noord-Brabant (CR),1.5,111.6
17,14,Utrecht (CR),Achterhoek (CR),1.5,77.7
17,21,Utrecht (CR),Agglomeratie Haarlem (CR),1.5,53.8
21,22,Agglomeratie Haarlem (CR),Zaanstreek (CR),1.5,19.5
22,18,Zaanstreek (CR),Kop van Noord-Holland (CR),1.5,45
23,27,Groot-Amsterdam (CR),Delft en Westland (CR),1.5,57.2
24,13,Het Gooi en Vechtstreek (CR),Veluwe (CR),1.5,45.5
29,15,Groot-Rijnmond (CR),Arnhem/Nijmegen (CR),1.5,112.8
29,24,Groot-Rijnmond (CR),Het Gooi en Vechtstreek (CR),1.5,77.4
35,30,Noordoost-Noord-Brabant (CR),Zuidoost-Zuid-Holland (CR),1.5,53.1
40,29,Flevoland (CR),Groot-Rijnmond (CR),1.5,108.9
5,40,Zuidwest-Friesland (CR),Flevoland (CR),1.6,44.3
10,6,Noord-Overijssel (CR),Zuidoost-Friesland (CR),1.6,37.7
10,15,Noord-Overijssel (CR),Arnhem/Nijmegen (CR),1.6,80.5
11,40,Zuidwest-Overijssel (CR),Flevoland (CR),1.6,67.9
18,21,Kop van Noord-Holland (CR),Agglomeratie Haarlem (CR),1.6,56.5
37,34,Noord-Limburg (CR),Midden-Noord-Brabant (CR),1.6,85.7
39,15,Zuid-Limburg (CR),Arnhem/Nijmegen (CR),1.6,135.2
3,8,Overig Groningen (CR),Zuidoost-Drenthe (CR),1.7,59.7
10,23,Noord-Overijssel (CR),Groot-Amsterdam (CR),1.7,106.1
20,17,IJmond (CR),Utrecht (CR),1.7,65.4
21,26,Agglomeratie Haarlem (CR),Agglomeratie 's-Gravenhage (CR),1.7,43.3
3,10,Overig Groningen (CR),Noord-Overijssel (CR),1.8,90.5
3,23,Overig Groningen (CR),Groot-Amsterdam (CR),1.8,178.3
7,6,Noord-Drenthe (CR),Zuidoost-Friesland (CR),1.8,32.6
10,8,Noord-Overijssel (CR),Zuidoost-Drenthe (CR),1.8,36.5
12,23,Twente (CR),Groot-Amsterdam (CR),1.8,149.2
15,10,Arnhem/Nijmegen (CR),Noord-Overijssel (CR),1.8,76.2
16,33,Zuidwest-Gelderland (CR),West-Noord-Brabant (CR),1.8,66.6
16,36,Zuidwest-Gelderland (CR),Zuidoost-Noord-Brabant (CR),1.8,55.2
16,39,Zuidwest-Gelderland (CR),Zuid-Limburg (CR),1.8,134.8
22,19,Zaanstreek (CR),Alkmaar en omgeving (CR),1.8,22.3
23,13,Groot-Amsterdam (CR),Veluwe (CR),1.8,73.9
35,13,Noordoost-Noord-Brabant (CR),Veluwe (CR),1.8,66.2
39,17,Zuid-Limburg (CR),Utrecht (CR),1.8,162.9
39,23,Zuid-Limburg (CR),Groot-Amsterdam (CR),1.8,197.3
40,12,Flevoland (CR),Twente (CR),1.8,109.1
6,7,Zuidoost-Friesland (CR),Noord-Drenthe (CR),1.9,28.1
17,27,Utrecht (CR),Delft en Westland (CR),1.9,65
34,32,Midden-Noord-Brabant (CR),Overig Zeeland (CR),1.9,105.7
36,32,Zuidoost-Noord-Brabant (CR),Overig Zeeland (CR),1.9,141.7
38,34,Midden-Limburg (CR),Midden-Noord-Brabant (CR),1.9,82.1
1,2,Oost-Groningen (CR),Delfzijl en omgeving (CR),2,28.8
11,15,Zuidwest-Overijssel (CR),Arnhem/Nijmegen (CR),2,48.4
15,33,Arnhem/Nijmegen (CR),West-Noord-Brabant (CR),2,101.2
15,38,Arnhem/Nijmegen (CR),Midden-Limburg (CR),2,88.6
20,18,IJmond (CR),Kop van Noord-Holland (CR),2,47
22,17,Zaanstreek (CR),Utrecht (CR),2,55.6
22,21,Zaanstreek (CR),Agglomeratie Haarlem (CR),2,18.8
26,33,Agglomeratie 's-Gravenhage (CR),West-Noord-Brabant (CR),2,69.8
33,28,West-Noord-Brabant (CR),Oost-Zuid-Holland (CR),2,67.1
5,3,Zuidwest-Friesland (CR),Overig Groningen (CR),2.1,75
13,29,Veluwe (CR),Groot-Rijnmond (CR),2.1,105.4
15,34,Arnhem/Nijmegen (CR),Midden-Noord-Brabant (CR),2.1,75
16,37,Zuidwest-Gelderland (CR),Noord-Limburg (CR),2.1,79.2
28,27,Oost-Zuid-Holland (CR),Delft en Westland (CR),2.1,34.2
38,35,Midden-Limburg (CR),Noordoost-Noord-Brabant (CR),2.1,67.8
39,34,Zuid-Limburg (CR),Midden-Noord-Brabant (CR),2.1,115.6
6,9,Zuidoost-Friesland (CR),Zuidwest-Drenthe (CR),2.2,35.8
7,10,Noord-Drenthe (CR),Noord-Overijssel (CR),2.2,64
12,17,Twente (CR),Utrecht (CR),2.2,116.3
13,24,Veluwe (CR),Het Gooi en Vechtstreek (CR),2.2,44.1
16,29,Zuidwest-Gelderland (CR),Groot-Rijnmond (CR),2.2,67.7
34,26,Midden-Noord-Brabant (CR),Agglomeratie 's-Gravenhage (CR),2.2,84.5
35,32,Noordoost-Noord-Brabant (CR),Overig Zeeland (CR),2.2,143.6
13,39,Veluwe (CR),Zuid-Limburg (CR),2.3,165.3
16,34,Zuidwest-Gelderland (CR),Midden-Noord-Brabant (CR),2.3,31.5
8,3,Zuidoost-Drenthe (CR),Overig Groningen (CR),2.4,54
15,29,Arnhem/Nijmegen (CR),Groot-Rijnmond (CR),2.4,109.2
23,15,Groot-Amsterdam (CR),Arnhem/Nijmegen (CR),2.4,98.8
23,34,Groot-Amsterdam (CR),Midden-Noord-Brabant (CR),2.4,104.6
27,25,Delft en Westland (CR),Agglomeratie Leiden en Bollenstreek (CR),2.4,26.2
34,16,Midden-Noord-Brabant (CR),Zuidwest-Gelderland (CR),2.4,29.4
34,23,Midden-Noord-Brabant (CR),Groot-Amsterdam (CR),2.4,98.1
39,37,Zuid-Limburg (CR),Noord-Limburg (CR),2.4,63.4
3,9,Overig Groningen (CR),Zuidwest-Drenthe (CR),2.5,61.2
6,10,Zuidoost-Friesland (CR),Noord-Overijssel (CR),2.5,47.9
13,36,Veluwe (CR),Zuidoost-Noord-Brabant (CR),2.5,98.9
15,12,Arnhem/Nijmegen (CR),Twente (CR),2.5,85.2
17,33,Utrecht (CR),West-Noord-Brabant (CR),2.5,76
26,34,Agglomeratie 's-Gravenhage (CR),Midden-Noord-Brabant (CR),2.5,89.5
35,39,Noordoost-Noord-Brabant (CR),Zuid-Limburg (CR),2.5,107.2
14,17,Achterhoek (CR),Utrecht (CR),2.6,83.8
21,25,Agglomeratie Haarlem (CR),Agglomeratie Leiden en Bollenstreek (CR),2.6,22.3
23,28,Groot-Amsterdam (CR),Oost-Zuid-Holland (CR),2.6,33.8
36,15,Zuidoost-Noord-Brabant (CR),Arnhem/Nijmegen (CR),2.6,65.7
7,1,Noord-Drenthe (CR),Oost-Groningen (CR),2.7,28.2
30,34,Zuidoost-Zuid-Holland (CR),Midden-Noord-Brabant (CR),2.7,32.1
